level	kind	group	se	cn_mean	nearest_gene	dist_kb
OncotreeLineage	rescued	Breast	USE_2742	1.28	CFAP45	14
OncotreeLineage	rescued	Myeloid	USE_41647	0.902	SLC46A2	21
OncotreeLineage	rescued	Myeloid	USE_11544	1.006	SLITRK5	1236
OncotreeLineage	rescued	Skin	USE_29031	1.077	FAM43A	223
OncotreeLineage	rescued	Skin	USE_36958	1.282	PON1	46
OncotreeLineage	rescued	Myeloid	USE_33195	1.036	NRN1	173
OncotreeLineage	rescued	Bone	USE_4213	1.115	ACTN2	59
OncotreeLineage	rescued	Myeloid	USE_9825	0.971	RAB21	15
OncotreeLineage	rescued	Bone	USE_31371	1.077	PELO	551
OncotreeLineage	rescued	Myeloid	USE_12902	0.983	SEL1L	1753
OncotreeLineage	rescued	Lymphoid	USE_22181	0.95	HS6ST1	445
OncotreeLineage	rescued	Peripheral Nervous System	USE_28049	1.013	TMEM108	181
OncotreeLineage	rescued	Lymphoid	USE_29975	0.958	MAPK10	18
OncotreeLineage	rescued	Skin	USE_37391	1.352	FAM3C	232
OncotreeLineage	rescued	Soft Tissue	USE_5291	0.819	CTNNA3	46
OncotreeLineage	rescued	Lymphoid	USE_21329	1.11	SERTAD2	36
OncotreeLineage	rescued	Skin	USE_3244	1.19	HMCN1	179
OncotreeLineage	rescued	Lymphoid	USE_29649	0.985	TEC	1
OncotreeLineage	rescued	Lymphoid	USE_32650	1.056	ITK	21
OncotreeLineage	rescued	Lung	USE_39944	1.905	LRATD2	377
OncotreeLineage	rescued	Bowel	USE_12115	0.985	ARHGAP5	173
OncotreeLineage	rescued	Skin	USE_20365	1.201	TRIB2	414
OncotreeLineage	rescued	Lymphoid	USE_35224	0.976	NOX3	739
OncotreeLineage	rescued	Lymphoid	USE_9518	1.149	NEUROD4	50
OncotreeLineage	rescued	Lymphoid	USE_25534	1.063	SIK1	58
OncotreeLineage	rescued	Lymphoid	USE_18995	1.044	ARRDC5	18
OncotreeLineage	rescued	Bone	USE_18564	0.966	DCC	510
OncotreeLineage	rescued	Lymphoid	USE_31853	1.025	MEF2C	500
OncotreeLineage	rescued	Myeloid	USE_42936	0.269	RBMY1B	285
OncotreeLineage	rescued	Lymphoid	USE_38889	1.196	CHD7	19
OncotreeLineage	rescued	Peripheral Nervous System	USE_3185	1.299	NMNAT2	84
OncotreeLineage	rescued	Skin	USE_30795	0.826	TRIML1	259
OncotreeLineage	rescued	Skin	USE_13085	0.883	VRK1	3
OncotreeLineage	rescued	Breast	USE_40623	1.01	MPDZ	118
OncotreeLineage	rescued	Myeloid	USE_29591	0.996	NSUN7	69
OncotreeLineage	rescued	Skin	USE_40267	1.095	KHDRBS3	183
OncotreeLineage	rescued	Lymphoid	USE_346	0.974	KAZN	184
OncotreeLineage	rescued	Kidney	USE_35991	1.227	CREB5	8
OncotreeLineage	rescued	Lymphoid	USE_5488	0.925	DLG5	159
OncotreeLineage	rescued	Lymphoid	USE_28498	1.092	PHC3	20
OncotreeLineage	rescued	Esophagus/Stomach	USE_37586	1.073	AKR1B1	31
OncotreeLineage	rescued	Testis	USE_13822	1.093	PRTG	15
OncotreeLineage	rescued	Lymphoid	USE_33564	1.037	PRL	232
OncotreeLineage	rescued	Kidney	USE_35372	0.878	PDE10A	38
OncotreeLineage	rescued	Peripheral Nervous System	USE_37226	1.05	COG5	4
OncotreeLineage	rescued	Testis	USE_22179	1.19	HS6ST1	361
OncotreeLineage	rescued	Skin	USE_38740	1.317	SNAI2	14
OncotreeLineage	rescued	Lymphoid	USE_24005	1.004	RALGAPA2	85
OncotreeLineage	rescued	Skin	USE_38922	1.224	ASPH	219
OncotreeLineage	rescued	Myeloid	USE_26122	0.983	CSF2RB	9
OncotreeLineage	rescued	Bone	USE_42308	0.738	NLGN4X	294
OncotreeLineage	rescued	Myeloid	USE_21837	0.982	PDCL3	11
OncotreeLineage	rescued	Soft Tissue	USE_8293	1.027	PKNOX2	98
OncotreeLineage	rescued	Lymphoid	USE_35996	1.099	TRIL	141
OncotreeLineage	rescued	Lymphoid	USE_41878	1.025	RALGPS1	63
OncotreeLineage	rescued	Breast	USE_6298	1.043	PWWP2B	0
OncotreeLineage	rescued	CNS/Brain	USE_33132	1.026	SLC22A23	22
OncotreeLineage	rescued	Lymphoid	USE_20821	1.022	BIRC6	104
OncotreeLineage	rescued	Lymphoid	USE_20098	1.017	NLRP11	19
OncotreeLineage	rescued	Lymphoid	USE_15742	0.981	CPHXL	47
OncotreeLineage	rescued	Myeloid	USE_5526	1.005	ZMIZ1	54
OncotreeLineage	rescued	Bone	USE_37325	1.046	CAV2	69
OncotreeLineage	rescued	Lung	USE_28604	1.138	TBL1XR1	255
OncotreeLineage	rescued	Lymphoid	USE_12246	0.863	SSTR1	78
OncotreeLineage	rescued	Lymphoid	USE_23985	1.006	RIN2	100
OncotreeLineage	rescued	Peripheral Nervous System	USE_7161	1.073	CHRM1	4
OncotreeLineage	rescued	Skin	USE_3446	1.024	PPP1R12B	61
OncotreeLineage	rescued	Skin	USE_20630	1.123	FAM228A	38
OncotreeLineage	rescued	Myeloid	USE_3155	1.185	GLUL	121
OncotreeLineage	rescued	Lymphoid	USE_27368	0.938	FRMD4B	14
OncotreeLineage	rescued	Soft Tissue	USE_36401	1.243	COBL	89
OncotreeLineage	rescued	Soft Tissue	USE_8596	1.016	KCNA5	48
OncotreeLineage	rescued	Skin	USE_28612	1.044	TBL1XR1	113
OncotreeLineage	rescued	Lymphoid	USE_21592	0.916	REG1B	9
OncotreeLineage	rescued	Myeloid	USE_10449	1.029	IQCD	0
OncotreeLineage	rescued	Lymphoid	USE_3598	1.264	EIF2D	13
OncotreeLineage	rescued	Lymphoid	USE_25636	1.018	PCNT	22
OncotreeLineage	rescued	Lymphoid	USE_36470	1.01	ZNF727	406
OncotreeLineage	rescued	Myeloid	USE_33220	1.071	RREB1	236
OncotreeLineage	rescued	Soft Tissue	USE_14854	0.965	RBFOX1	609
OncotreeLineage	rescued	Lymphoid	USE_13183	1.063	PPP2R5C	37
OncotreeLineage	rescued	Lymphoid	USE_32200	0.986	HINT1	62
OncotreeLineage	rescued	Lymphoid	USE_15758	0.961	NUDT7	51
OncotreeLineage	rescued	Lymphoid	USE_8980	1.082	KRAS	137
OncotreeLineage	rescued	Lymphoid	USE_11133	0.974	FOXO1	176
OncotreeLineage	rescued	Bone	USE_12430	1.152	KTN1	87
OncotreeLineage	rescued	Peripheral Nervous System	USE_38906	1.004	CLVS1	9
OncotreeLineage	rescued	Lymphoid	USE_2043	0.978	BCL2L15	15
OncotreeLineage	rescued	Myeloid	USE_8583	0.915	CCND2	44
OncotreeLineage	rescued	Lymphoid	USE_27640	0.921	CBLB	493
OncotreeLineage	rescued	Lymphoid	USE_30332	0.947	SLC7A11	17
OncotreeLineage	rescued	Skin	USE_2772	1.174	CD244	9
OncotreeLineage	rescued	Bone	USE_6624	0.981	C11orf58	76
OncotreeLineage	rescued	Skin	USE_23691	1.149	SIRPA	88
OncotreeLineage	rescued	Myeloid	USE_1703	1.069	GFI1	19
OncotreeLineage	rescued	Myeloid	USE_22343	1.021	ZEB2	232
OncotreeLineage	rescued	Peripheral Nervous System	USE_4106	1.281	TRIM67	23
OncotreeLineage	rescued	Lymphoid	USE_16499	0.943	KCNJ12	42
OncotreeLineage	rescued	Bone	USE_6260	0.895	MGMT	312
OncotreeLineage	rescued	Lymphoid	USE_12755	1.015	DPF3	158
OncotreeLineage	rescued	Lymphoid	USE_42626	0.617	P2RY10	36
OncotreeLineage	rescued	Lymphoid	USE_41601	1.003	C9orf152	42
OncotreeLineage	rescued	Kidney	USE_25983	0.919	NF2	12
OncotreeLineage	rescued	Lymphoid	USE_26128	1.018	IL2RB	7
OncotreeLineage	rescued	Skin	USE_20872	1.17	QPCT	18
OncotreeLineage	rescued	Lymphoid	USE_33747	1.097	AIF1	0
OncotreeLineage	rescued	Esophagus/Stomach	USE_30907	1.263	ADAMTS16	809
OncotreeLineage	rescued	Lymphoid	USE_33356	1.068	SIRT5	65
OncotreeLineage	rescued	Bone	USE_36795	1.098	CACNA2D1	193
OncotreeLineage	rescued	Myeloid	USE_35710	0.92	NDUFA4	955
OncotreeLineage	rescued	Peripheral Nervous System	USE_37934	1.084	PAXIP1	200
OncotreeLineage	rescued	Myeloid	USE_28938	1.012	IL1RAP	25
OncotreeLineage	rescued	Lymphoid	USE_4507	1.007	IL2RA	24
OncotreeLineage	rescued	Myeloid	USE_7788	1.078	SESN3	169
OncotreeLineage	rescued	Peripheral Nervous System	USE_1532	1.096	ST6GALNAC5	104
OncotreeLineage	rescued	Lymphoid	USE_102	1.02	C1orf174	151
OncotreeLineage	rescued	Lymphoid	USE_36614	1.011	NSUN5	40
OncotreeLineage	rescued	Lymphoid	USE_22323	0.928	KYNU	168
OncotreeLineage	rescued	Lymphoid	USE_17205	1.062	SUPT4H1	11
OncotreeLineage	rescued	Myeloid	USE_1893	1.055	VAV3	196
OncotreeLineage	rescued	Peripheral Nervous System	USE_20499	14.159	CYRIA	213
OncotreeLineage	rescued	Lymphoid	USE_11653	1.057	GPR18	14
OncotreeLineage	rescued	Lymphoid	USE_20354	1.061	LPIN1	281
OncotreeLineage	rescued	Peripheral Nervous System	USE_4257	1.153	PLD5	124
OncotreeLineage	rescued	Lymphoid	USE_26519	0.937	LMCD1	174
OncotreeLineage	rescued	Lymphoid	USE_42126	0.973	RXRA	110
OncotreeLineage	rescued	Bone	USE_28910	1.029	TP63	263
OncotreeLineage	rescued	Peripheral Nervous System	USE_30634	1.119	HAND2	4
OncotreeLineage	rescued	Skin	USE_27378	1.329	MITF	79
OncotreeLineage	rescued	Lymphoid	USE_26455	0.902	CHL1	31
OncotreeLineage	rescued	Myeloid	USE_6047	0.953	PDZD8	82
OncotreeLineage	rescued	Lymphoid	USE_26238	1.021	SGSM3	25
OncotreeLineage	rescued	Peripheral Nervous System	USE_38871	1.007	TOX	567
OncotreeLineage	rescued	Prostate	USE_6900	0.846	LRRC4C	993
OncotreeLineage	rescued	Breast	USE_24778	1.712	TFAP2C	116
OncotreeLineage	rescued	Peripheral Nervous System	USE_2284	1.154	FAM72C	629
OncotreeLineage	rescued	Lymphoid	USE_19138	1.095	SMARCA4	29
OncotreeLineage	rescued	Myeloid	USE_39935	1.493	TRIB1	507
OncotreeLineage	rescued	Lymphoid	USE_11927	0.977	KLHL33	2
OncotreeLineage	rescued	Lymphoid	USE_15957	0.977	KLHDC4	29
OncotreeLineage	rescued	Peripheral Nervous System	USE_41397	0.985	FANCC	126
OncotreeLineage	rescued	Peripheral Nervous System	USE_16736	1.249	STAC2	13
OncotreeLineage	rescued	Lymphoid	USE_15175	1.048	IL21R	23
OncotreeLineage	rescued	Lymphoid	USE_36147	1.095	ELMO1	58
OncotreeLineage	rescued	Soft Tissue	USE_32971	1.15	FAM153A	18
OncotreeLineage	rescued	Lymphoid	USE_18170	1.061	PSMG2	58
OncotreeLineage	rescued	Breast	USE_6850	1.215	SLC1A2	56
OncotreeLineage	rescued	Peripheral Nervous System	USE_37461	1.222	PRRT4	5
OncotreeLineage	rescued	Peripheral Nervous System	USE_13252	0.94	TMEM179	14
OncotreeLineage	rescued	Lymphoid	USE_13037	0.992	SERPINA11	4
OncotreeLineage	rescued	Peripheral Nervous System	USE_2932	1.079	XCL1	32
OncotreeLineage	rescued	Lymphoid	USE_26237	1.021	SGSM3	17
OncotreeLineage	rescued	Peripheral Nervous System	USE_36390	1.116	DDC	9
OncotreeLineage	rescued	Skin	USE_13800	1.1	WDR72	391
OncotreeLineage	rescued	Skin	USE_8766	1.029	LRP6	50
OncotreeLineage	rescued	Peripheral Nervous System	USE_694	0.906	OPRD1	17
OncotreeLineage	rescued	Lymphoid	USE_13210	0.976	AMN	26
OncotreeLineage	rescued	Skin	USE_1206	1.057	OSBPL9	95
OncotreeLineage	rescued	Lymphoid	USE_34883	1.007	MYB	66
OncotreeLineage	rescued	Peripheral Nervous System	USE_21719	0.943	RPIA	2852
OncotreeLineage	rescued	Testis	USE_42811	0.873	ZIC3	13
OncotreeLineage	rescued	Lymphoid	USE_18774	1.022	FBXO15	334
OncotreeLineage	rescued	Lymphoid	USE_1308	0.929	OMA1	95
OncotreeLineage	rescued	Myeloid	USE_41468	0.945	COL15A1	60
OncotreeLineage	rescued	Myeloid	USE_24870	1.024	PHACTR3	10
OncotreeLineage	rescued	Lymphoid	USE_8082	0.998	CADM1	121
OncotreeLineage	rescued	Lymphoid	USE_24363	1.101	MAFB	62
OncotreeLineage	rescued	Bone	USE_18712	0.995	VPS4B	28
OncotreeLineage	rescued	Lymphoid	USE_42450	0.601	MID1IP1	84
OncotreeLineage	rescued	Lymphoid	USE_41023	0.987	TMEM252	106
OncotreeLineage	rescued	Breast	USE_22319	0.893	KYNU	57
OncotreeLineage	rescued	Myeloid	USE_22137	1.035	TSN	438
OncotreeLineage	rescued	Bone	USE_18561	0.966	DCC	556
OncotreeLineage	rescued	Lymphoid	USE_5141	0.944	SGMS1	96
OncotreeLineage	rescued	Bowel	USE_7390	1.063	FGF3	102
OncotreeLineage	rescued	Myeloid	USE_11226	1.095	LCP1	3
OncotreeLineage	rescued	Lymphoid	USE_3156	1.203	GLUL	125
OncotreeLineage	rescued	Lymphoid	USE_5122	0.931	ARHGAP22	120
OncotreeLineage	rescued	CNS/Brain	USE_26054	1.021	SYN3	81
OncotreeLineage	rescued	Lymphoid	USE_38926	1.066	NKAIN3	357
OncotreeLineage	rescued	Lymphoid	USE_24238	1.115	ITCH	41
OncotreeLineage	rescued	Lymphoid	USE_17030	1.043	ABI3	2
OncotreeLineage	rescued	Skin	USE_32128	0.999	ZNF608	155
OncotreeLineage	rescued	Lymphoid	USE_22380	0.899	KIF5C	62
OncotreeLineage	rescued	Lymphoid	USE_6193	0.956	LHPP	1
OncotreeLineage	rescued	Pancreas	USE_14655	1.127	ASB7	115
OncotreeLineage	rescued	Liver	USE_36144	0.968	ELMO1	179
OncotreeLineage	rescued	Breast	USE_28590	1.172	NAALADL2	262
OncotreeLineage	rescued	Bowel	USE_17011	1.097	HOXB9	23
OncotreeLineage	rescued	Peripheral Nervous System	USE_16677	1.111	MRM1	126
OncotreeLineage	rescued	Testis	USE_38600	1.097	TACC1	171
OncotreeLineage	rescued	Peripheral Nervous System	USE_30643	1.211	FBXO8	243
OncotreeLineage	rescued	Skin	USE_3115	1.15	TOR1AIP1	18
OncotreeLineage	rescued	Lymphoid	USE_21702	1.015	RPIA	137
OncotreeLineage	rescued	Lymphoid	USE_33415	1.031	DTNBP1	41
OncotreeLineage	rescued	Lymphoid	USE_27285	0.904	FEZF2	43
OncotreeLineage	rescued	Myeloid	USE_33975	1.184	TREML2	8
OncotreeLineage	rescued	Kidney	USE_23819	1.089	PLCB4	270
OncotreeLineage	rescued	Lymphoid	USE_7066	1.003	MPEG1	62
OncotreeLineage	rescued	Lymphoid	USE_10113	1.04	PLXNC1	28
OncotreeLineage	rescued	Bone	USE_13017	0.969	UNC79	40
OncotreeLineage	rescued	Bowel	USE_11820	1.154	RAB20	34
OncotreeLineage	rescued	Breast	USE_38036	0.759	OR4F21	93
OncotreeLineage	rescued	Lymphoid	USE_11036	0.937	KL	44
OncotreeLineage	rescued	Myeloid	USE_29650	1.065	TEC	9
OncotreeLineage	rescued	Breast	USE_28966	1.225	FGF12	144
OncotreeLineage	rescued	Soft Tissue	USE_42700	0.745	DCX	7
OncotreeLineage	rescued	Soft Tissue	USE_938	1.19	NT5C1A	14
OncotreeLineage	rescued	Skin	USE_11798	1.177	COL4A1	199
OncotreeLineage	rescued	Myeloid	USE_23437	0.921	SAG	2
OncotreeLineage	rescued	Peripheral Nervous System	USE_2315	1.154	SRGAP2B	184
OncotreeLineage	rescued	Lung	USE_22012	1.035	FBLN7	19
OncotreeLineage	rescued	Lung	USE_39166	1.125	RALYL	299
OncotreeLineage	rescued	Lymphoid	USE_9307	1.061	PCED1B	202
OncotreeLineage	rescued	Myeloid	USE_19359	1.005	ZNF429	83
OncotreeLineage	rescued	Myeloid	USE_32295	0.954	MACROH2A1	2
OncotreeLineage	rescued	Skin	USE_10207	1.004	GAS2L3	87
OncotreeLineage	rescued	Lymphoid	USE_16514	1.01	WSB1	76
OncotreeLineage	rescued	Lymphoid	USE_14212	1.037	CSK	2
OncotreeLineage	rescued	Soft Tissue	USE_10547	0.988	TMEM233	22
OncotreeLineage	rescued	Lymphoid	USE_41353	1.037	SUSD3	6
OncotreeLineage	rescued	Lymphoid	USE_5558	0.861	NRG3	235
OncotreeLineage	rescued	Peripheral Nervous System	USE_8239	0.828	SORL1	129
OncotreeLineage	rescued	Lymphoid	USE_17706	1.07	MGAT5B	54
OncotreeLineage	rescued	Myeloid	USE_5083	0.955	MSMB	38
OncotreeLineage	rescued	Soft Tissue	USE_38849	1.177	UBXN2B	164
OncotreeLineage	rescued	Lymphoid	USE_37961	1.148	RBM33	34
OncotreeLineage	rescued	Lymphoid	USE_6172	0.928	GPR26	127
OncotreeLineage	rescued	Lymphoid	USE_33200	1.066	F13A1	92
OncotreeLineage	rescued	Myeloid	USE_31748	0.967	SCAMP1	58
OncotreeLineage	rescued	Peripheral Nervous System	USE_25250	0.948	HUNK	124
OncotreeLineage	rescued	Breast	USE_31135	1.475	MTMR12	61
OncotreeLineage	rescued	Lymphoid	USE_28848	1.066	ST6GAL1	59
OncotreeLineage	rescued	Peripheral Nervous System	USE_27293	0.953	CADPS	237
OncotreeLineage	rescued	Peripheral Nervous System	USE_20434	16.757	DDX1	90
OncotreeLineage	rescued	CNS/Brain	USE_35538	1.137	UNCX	11
OncotreeLineage	rescued	Breast	USE_18540	0.83	CFAP53	91
OncotreeLineage	rescued	Myeloid	USE_22680	1.043	WIPF1	13
OncotreeLineage	rescued	Lymphoid	USE_24512	1.074	ZMYND8	131
OncotreeLineage	rescued	Lymphoid	USE_41729	0.911	TLR4	223
OncotreeLineage	rescued	CNS/Brain	USE_10030	0.928	DCN	78
OncotreeLineage	rescued	Lymphoid	USE_26563	0.994	SEC13	85
OncotreeLineage	rescued	Peripheral Nervous System	USE_32258	1.057	C5orf15	52
OncotreeLineage	rescued	Skin	USE_9321	1.07	COL2A1	38
OncotreeLineage	rescued	Breast	USE_14471	1.051	POLG	58
OncotreeLineage	rescued	Lymphoid	USE_27366	0.938	FRMD4B	31
OncotreeLineage	rescued	Bone	USE_33217	1.012	LY86	215
OncotreeLineage	rescued	Lymphoid	USE_34486	0.895	MCHR2	173
OncotreeLineage	rescued	Bone	USE_41107	0.944	OSTF1	268
OncotreeLineage	rescued	Lymphoid	USE_24093	0.986	CST7	4
OncotreeLineage	rescued	Lymphoid	USE_11054	0.936	RFC3	154
OncotreeLineage	rescued	Lymphoid	USE_41592	1.003	PALM2AKAP2	129
OncotreeLineage	rescued	Lung	USE_32603	1.05	GRIA1	523
OncotreeLineage	rescued	Bone	USE_1413	1.167	UBE2U	98
OncotreeLineage	rescued	Lymphoid	USE_33241	1.052	TXNDC5	21
OncotreeLineage	rescued	Skin	USE_31303	1.04	PLCXD3	73
OncotreeLineage	rescued	Skin	USE_25162	0.935	NCAM2	443
OncotreeLineage	rescued	Peripheral Nervous System	USE_26419	0.954	TAFA5	406
OncotreeLineage	rescued	Testis	USE_9134	2.176	SINHCAF	82
OncotreeLineage	rescued	Soft Tissue	USE_6642	1.109	OTOG	54
OncotreeLineage	rescued	Lymphoid	USE_27367	0.938	FRMD4B	25
OncotreeLineage	rescued	Kidney	USE_16794	1.014	KRT24	23
OncotreeLineage	rescued	Skin	USE_27379	1.329	MITF	113
OncotreeLineage	rescued	Myeloid	USE_4084	1.184	PGBD5	99
OncotreeLineage	rescued	Myeloid	USE_4578	0.972	CELF2	93
OncotreeLineage	rescued	Lymphoid	USE_21823	0.962	LONRF2	184
OncotreeLineage	rescued	Bone	USE_40110	1.525	GSDMC	317
OncotreeLineage	rescued	Peripheral Nervous System	USE_14186	1.145	STRA6	34
OncotreeLineage	rescued	Lung	USE_34351	0.996	HMGN3	95
OncotreeLineage	rescued	Lymphoid	USE_6931	1.009	CD82	9
OncotreeLineage	rescued	Myeloid	USE_15499	0.943	ADGRG3	10
OncotreeLineage	rescued	Peripheral Nervous System	USE_11763	1.011	LIG4	345
OncotreeLineage	rescued	Lymphoid	USE_21713	1.015	RPIA	1308
OncotreeLineage	rescued	Lymphoid	USE_15998	1.004	SNAI3	1
OncotreeLineage	rescued	Lymphoid	USE_12308	1.068	VCPKMT	27
OncotreeLineage	rescued	Skin	USE_1978	1.218	KCNA2	14
OncotreeLineage	rescued	Head and Neck	USE_8316	0.766	ST3GAL4	46
OncotreeLineage	rescued	Myeloid	USE_24569	1.015	PREX1	8
OncotreeLineage	rescued	Lymphoid	USE_19333	0.998	MEF2B	6
OncotreeLineage	rescued	Ovary/Fallopian Tube	USE_7072	1.108	OR10V1	19
OncotreeLineage	rescued	Kidney	USE_21328	1.218	SERTAD2	7
OncotreeLineage	rescued	Myeloid	USE_27984	1.015	ACAD9	46
OncotreeLineage	rescued	Testis	USE_38984	1.006	CPA6	136
OncotreeLineage	rescued	Lymphoid	USE_40194	1.164	SLA	22
OncotreeLineage	rescued	Lymphoid	USE_37051	1.083	STAG3	3
OncotreeLineage	rescued	Lymphoid	USE_36870	1.187	CFAP69	35
OncotreeLineage	rescued	Skin	USE_18694	0.837	PHLPP1	116
OncotreeLineage	rescued	Myeloid	USE_42574	0.639	MSN	68
OncotreeLineage	rescued	Skin	USE_10385	1.103	IFT81	4
OncotreeLineage	rescued	Bone	USE_34459	0.977	MAP3K7	596
OncotreeLineage	rescued	Lymphoid	USE_4579	0.972	CELF2	110
OncotreeLineage	rescued	Peripheral Nervous System	USE_23063	1.079	CREB1	130
OncotreeLineage	rescued	Myeloid	USE_17862	1.154	BAHCC1	25
OncotreeLineage	rescued	Myeloid	USE_19983	1.092	SIGLEC8	10
OncotreeLineage	rescued	Lymphoid	USE_36377	1.157	ZPBP	168
OncotreeLineage	rescued	Myeloid	USE_5139	0.935	ASAH2	95
OncotreeLineage	rescued	Lymphoid	USE_42582	0.596	AR	93
OncotreeLineage	rescued	Peripheral Nervous System	USE_17721	1.678	SEPTIN9	43
OncotreeLineage	rescued	Lymphoid	USE_12673	1.027	RAD51B	93
OncotreeLineage	rescued	Breast	USE_9669	1.059	TBC1D30	69
OncotreeLineage	rescued	Lymphoid	USE_22046	0.943	FOXD4L1	108
OncotreeLineage	rescued	Lymphoid	USE_21580	0.942	GCFC2	630
OncotreeLineage	rescued	Peripheral Nervous System	USE_18604	0.874	ST8SIA3	8
OncotreeLineage	rescued	Skin	USE_2760	1.172	SLAMF1	3
OncotreeLineage	rescued	Myeloid	USE_6048	0.953	PDZD8	83
OncotreeLineage	rescued	Lymphoid	USE_36127	1.105	EEPD1	42
OncotreeLineage	rescued	Lymphoid	USE_33052	1.122	DUSP22	15
OncotreeLineage	rescued	Bone	USE_31396	1.076	SNX18	189
OncotreeLineage	rescued	Breast	USE_7841	1.081	PGR	50
OncotreeLineage	rescued	Peripheral Nervous System	USE_42142	1.007	COL5A1	33
OncotreeLineage	rescued	Ovary/Fallopian Tube	USE_15675	0.912	ZNF19	0
OncotreeLineage	rescued	Lymphoid	USE_34545	0.915	QRSL1	53
OncotreeLineage	rescued	Bone	USE_31581	1.06	CD180	269
OncotreeLineage	rescued	Myeloid	USE_15024	0.858	XYLT1	83
OncotreeLineage	rescued	Lymphoid	USE_2956	1.232	SELL	8
OncotreeLineage	rescued	Testis	USE_14880	0.992	GRIN2A	294
OncotreeLineage	rescued	Lymphoid	USE_21597	0.893	LRRTM1	440
OncotreeLineage	rescued	Myeloid	USE_8723	0.974	CD69	19
OncotreeLineage	rescued	Soft Tissue	USE_18306	1.044	SS18	315
OncotreeLineage	rescued	Lymphoid	USE_25401	1.05	ERG	116
OncotreeLineage	rescued	Lymphoid	USE_29174	0.985	LETM1	3
OncotreeLineage	rescued	Myeloid	USE_14509	1.089	BLM	73
OncotreeLineage	rescued	Lymphoid	USE_35854	1.042	SP4	122
OncotreeLineage	rescued	Lymphoid	USE_22767	1.003	ITGA4	59
OncotreeLineage	rescued	Bone	USE_37360	0.995	CTTNBP2	184
OncotreeLineage	rescued	Prostate	USE_9633	0.956	DPY19L2	173
OncotreeLineage	rescued	Peripheral Nervous System	USE_27975	1.041	DNAJB8	6
OncotreeLineage	rescued	Soft Tissue	USE_5173	0.983	MBL2	498
OncotreeLineage	rescued	Skin	USE_26457	0.993	CHL1	18
OncotreeLineage	rescued	Myeloid	USE_42850	0.616	MAGEA10	31
OncotreeLineage	rescued	Lymphoid	USE_32318	0.993	SPOCK1	214
OncotreeLineage	rescued	Lymphoid	USE_27358	0.909	TAFA1	368
OncotreeLineage	rescued	Lymphoid	USE_27665	0.991	CD47	54
OncotreeLineage	rescued	Lymphoid	USE_32015	0.981	MAN2A1	149
OncotreeLineage	rescued	Lymphoid	USE_19801	1.03	RELB	3
OncotreeLineage	rescued	Lymphoid	USE_18374	0.999	NOL4	165
OncotreeLineage	rescued	Bone	USE_23286	1.044	SERPINE2	129
OncotreeLineage	rescued	Myeloid	USE_29728	1.236	KIT	10
OncotreeLineage	rescued	Skin	USE_23935	1.247	SNRPB2	23
OncotreeLineage	rescued	Lymphoid	USE_33308	1.075	TMEM170B	96
OncotreeLineage	rescued	Lymphoid	USE_29932	0.971	RASGEF1B	85
OncotreeLineage	rescued	Peripheral Nervous System	USE_15978	0.909	BANP	126
OncotreeLineage	rescued	Myeloid	USE_35594	0.993	AMZ1	7
OncotreeLineage	rescued	Myeloid	USE_7198	1.067	RPS6KA4	82
OncotreeLineage	rescued	Myeloid	USE_10516	0.983	TESC	5
OncotreeLineage	rescued	Myeloid	USE_5540	0.995	NUTM2E	58
OncotreeLineage	rescued	Skin	USE_14349	1.173	TMC3	178
OncotreeLineage	rescued	Peripheral Nervous System	USE_4916	0.973	ARHGAP12	116
OncotreeLineage	rescued	Peripheral Nervous System	USE_16307	0.946	HS3ST3A1	137
OncotreeLineage	rescued	Breast	USE_18511	0.871	ZBTB7C	230
OncotreeLineage	rescued	Peripheral Nervous System	USE_276	0.869	TARDBP	117
OncotreeLineage	rescued	Liver	USE_3848	1.142	EPRS1	80
OncotreeLineage	rescued	Myeloid	USE_22048	1.027	FOXD4L1	67
OncotreeLineage	rescued	Soft Tissue	USE_3168	0.99	RGS8	36
OncotreeLineage	rescued	Bowel	USE_35211	0.961	TFB1M	43
OncotreeLineage	rescued	Bowel	USE_17403	1.213	AXIN2	142
OncotreeLineage	rescued	Bone	USE_4929	0.988	EPC1	77
OncotreeLineage	rescued	Skin	USE_34948	0.89	NHSL1	8
OncotreeLineage	rescued	Lymphoid	USE_42819	0.574	CDR1	45
OncotreeLineage	rescued	Lymphoid	USE_42436	0.559	DMD	955
OncotreeLineage	rescued	Lymphoid	USE_18696	1.164	BCL2	119
OncotreeLineage	rescued	Myeloid	USE_11024	1.045	FRY	43
OncotreeLineage	rescued	Myeloid	USE_5739	0.98	RRP12	20
OncotreeLineage	rescued	Peripheral Nervous System	USE_42150	1.02	OLFM1	9
OncotreeLineage	rescued	Peripheral Nervous System	USE_36141	1.142	AOAH	248
OncotreeLineage	rescued	Lymphoid	USE_239	1.051	CTNNBIP1	29
OncotreeLineage	rescued	Pancreas	USE_38201	0.802	FAM86B2	12
OncotreeLineage	rescued	Soft Tissue	USE_34075	1.143	MYMX	16
OncotreeLineage	rescued	Lymphoid	USE_34449	0.956	BACH2	183
OncotreeLineage	rescued	Soft Tissue	USE_9108	0.986	TMTC1	466
OncotreeLineage	rescued	Bone	USE_17237	1.361	CLTC	23
OncotreeLineage	rescued	Bone	USE_42421	0.766	ARX	56
OncotreeLineage	rescued	Soft Tissue	USE_7407	1.019	FADD	8
