cvcl	cell_line	category	lineage	subtype	lineage_source	n_experiments	identity	data_status	cn_status	cn_from	tier	include	exclude_reason
CVCL_1455	NCI-H1105	Cancer cell line	Lung	Small Cell Lung Cancer	depmap	1	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1460	NCI-H128	Cancer cell line	Lung	Small Cell Lung Cancer	depmap	5	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP,COSMIC	B	1	
CVCL_0060	NCI-H1299	Cancer cell line	Lung	Large Cell Lung Carcinoma	depmap	30	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1472	NCI-H1437	Cancer cell line	Lung	Lung Adenocarcinoma	depmap	1	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1473	NCI-H146	Cancer cell line	Lung	Small Cell Lung Cancer	depmap	3	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1474	NCI-H1522	Cancer cell line	Lung	Small Cell Lung Cancer	cellosaurus_ncit	2	Cellosaurus-only	needs pull	lookup (other DB)	Progenetix	B	1	
CVCL_1482	NCI-H1648	Cancer cell line	Lung	Lung Adenocarcinoma	depmap	1	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1483	NCI-H1650	Cancer cell line	Lung	Non-Small Cell Lung Cancer	depmap	1	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1488	NCI-H1693	Cancer cell line	Lung	Lung Adenocarcinoma	depmap	1	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1489	NCI-H1694	Cancer cell line	Lung	Small Cell Lung Cancer	depmap	1	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1490	NCI-H1703	Cancer cell line	Lung	Lung Squamous Cell Carcinoma	depmap	1	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1497	NCI-H1819	Cancer cell line	Lung	Lung Adenocarcinoma	depmap	1	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP	B	1	
CVCL_1498	NCI-H1836	Cancer cell line	Lung	Small Cell Lung Cancer	depmap	1	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1510	NCI-H1963	Cancer cell line	Lung	Small Cell Lung Cancer	depmap	8	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1511	NCI-H1975	Cancer cell line	Lung	Lung Adenocarcinoma	depmap	2	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1516	NCI-H2029	Cancer cell line	Lung	Small Cell Lung Cancer	depmap	1	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1517	NCI-H2030	Cancer cell line	Lung	Lung Adenocarcinoma	depmap	1	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1520	NCI-H2066	Cancer cell line	Lung	Small Cell Lung Cancer	depmap	1	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1524	NCI-H2087	Cancer cell line	Lung	Lung Adenocarcinoma	depmap	6	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1527	NCI-H2107	Cancer cell line	Lung	Small Cell Lung Cancer	cellosaurus_ncit	2	Cellosaurus-only	needs pull	lookup (other DB)	Progenetix	B	1	
CVCL_1529	NCI-H211	Cancer cell line	Lung	Small Cell Lung Cancer	depmap	6	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1532	NCI-H2126	Cancer cell line	Lung	Lung Adenocarcinoma	depmap	1	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1536	NCI-H2171	Cancer cell line	Lung	Small Cell Lung Cancer	depmap	5	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1543	NCI-H2228	Cancer cell line	Lung	Lung Adenocarcinoma	depmap	1	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1547	NCI-H23	Cancer cell line	Lung	Lung Adenocarcinoma	depmap	2	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1550	NCI-H2347	Cancer cell line	Lung	Lung Adenocarcinoma	depmap	1	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP,COSMIC	B	1	
CVCL_5159	NCI-H2887	Cancer cell line	Lung	Non-Small Cell Lung Cancer	depmap	1	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_5160	NCI-H3122	Cancer cell line	Lung	Lung Adenocarcinoma	depmap	9	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1556	NCI-H322	Cancer cell line	Lung	Lung Adenocarcinoma	depmap	2	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1557	NCI-H322M	Cancer cell line	Lung	Lung Adenocarcinoma	depmap	2	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP,COSMIC	B	1	
CVCL_1560	NCI-H378	Cancer cell line	Lung	Small Cell Lung Cancer	depmap	1	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP,COSMIC	B	1	
CVCL_1561	NCI-H441	Cancer cell line	Lung	Lung Adenocarcinoma	depmap	5	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP,COSMIC	B	1	
CVCL_1562	NCI-H446	Cancer cell line	Lung	Small Cell Lung Cancer	depmap	8	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_0459	NCI-H460	Cancer cell line	Lung	Large Cell Lung Carcinoma	depmap	10	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1565	NCI-H510A	Cancer cell line	Lung	Small Cell Lung Cancer	depmap	3	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1566	NCI-H520	Cancer cell line	Lung	Lung Squamous Cell Carcinoma	depmap	2	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1568	NCI-H524	Cancer cell line	Lung	Small Cell Lung Cancer	depmap	5	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1569	NCI-H526	Cancer cell line	Lung	Small Cell Lung Cancer	depmap	9	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1579	NCI-H69	Cancer cell line	Lung	Small Cell Lung Cancer	depmap	8	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1590	NCI-H810	Cancer cell line	Lung	Large Cell Lung Carcinoma	depmap	1	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP,COSMIC	B	1	
CVCL_1591	NCI-H82	Cancer cell line	Lung	Small Cell Lung Cancer	depmap	4	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1596	NCI-H847	Cancer cell line	Lung	Small Cell Lung Cancer	depmap	1	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP,COSMIC	B	1	
CVCL_1598	NCI-H889	Cancer cell line	Lung	Small Cell Lung Cancer	depmap	7	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1640	PC-14	Cancer cell line	Lung	Lung Adenocarcinoma	depmap	1	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_A786	PC-7	Cancer cell line	Lung	Lung Adenocarcinoma	cellosaurus_ncit	1	Cellosaurus-only	needs pull	lookup (other DB)	Progenetix	B	1	
CVCL_B260	PC-9	Cancer cell line	Lung	Lung Adenocarcinoma	depmap	8	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP	B	1	
CVCL_1651	RERF-LC-Ad1	Cancer cell line	Lung	Lung Adenocarcinoma	depmap	1	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1652	RERF-LC-Ad2	Cancer cell line	Lung	Lung Adenocarcinoma	depmap	1	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP	B	1	
CVCL_1654	RERF-LC-KJ	Cancer cell line	Lung	Lung Adenocarcinoma	depmap	1	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP,COSMIC	B	1	
CVCL_1655	RERF-LC-MS	Cancer cell line	Lung	Lung Adenocarcinoma	depmap	1	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1693	SHP-77	Cancer cell line	Lung	Small Cell Lung Cancer	depmap	2	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_4900	Sq-1	Cancer cell line	Lung	Lung Squamous Cell Carcinoma	depmap	1	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP	B	1	
CVCL_1787	VMRC-LCD	Cancer cell line	Lung	Lung Adenocarcinoma	depmap	1	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP,COSMIC	B	1	
CVCL_0079	697	Cancer cell line	Lymphoid	B-Lymphoblastic Leukemia/Lymphoma with t(1;19)(q23;p13.3);TCF3-PBX1	depmap	24	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1805	ALL-SIL	Cancer cell line	Lymphoid	Adult T-Cell Leukemia/Lymphoma	depmap	1	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP,COSMIC	B	1	
CVCL_1079	BC-1	Cancer cell line	Lymphoid	Primary Effusion Lymphoma	depmap	2	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1080	BC-3	Cancer cell line	Lymphoid	Primary Effusion Lymphoma	depmap	2	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_0165	BCBL1	Cancer cell line	Lymphoid	Primary Effusion Lymphoma	cellosaurus_ncit	7	Cellosaurus-only	needs pull	lookup (other DB)	Progenetix	B	1	
CVCL_5711	BJAB	Cancer cell line	Lymphoid	Burkitt Lymphoma	depmap	2	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_RU10	CCMCL1	Cancer cell line	Lymphoid	Mantle Cell Lymphoma	cellosaurus_ncit	5	Cellosaurus-only	needs pull	infer (from input)	matched input	C	1	
CVCL_0207	CCRF-CEM	Cancer cell line	Lymphoid	T-Lymphoblastic Leukemia/Lymphoma	depmap	3	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP,COSMIC	B	1	
CVCL_1150	CTV-1	Cancer cell line	Lymphoid	Adult T-Cell Leukemia/Lymphoma	depmap	6	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_4966	CUTLL1	Cancer cell line	Lymphoid	T-Lymphoblastic Leukemia/Lymphoma	cellosaurus_ncit	15	Cellosaurus-only	needs pull	lookup (other DB)	Progenetix	B	1	
CVCL_0008	Daudi	Cancer cell line	Lymphoid	Burkitt Lymphoma	depmap	1	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP,COSMIC	B	1	
CVCL_1168	DB	Cancer cell line	Lymphoid	Diffuse Large B-Cell Lymphoma, NOS	depmap	2	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_2022	DND-41	Cancer cell line	Lymphoid	T-Lymphoblastic Leukemia/Lymphoma	depmap	18	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1179	DOHH-2	Cancer cell line	Lymphoid	Diffuse Large B-Cell Lymphoma, NOS	depmap	4	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP,COSMIC	B	1	
CVCL_5617	DU-528	Cancer cell line	Lymphoid	T-Lymphoblastic Leukemia/Lymphoma	cellosaurus_ncit	1	Cellosaurus-only	needs pull	infer (from input)	matched input	C	1	
CVCL_3302	Farage	Cancer cell line	Lymphoid	Germinal Center B-Cell Type	depmap	2	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP,COSMIC	B	1	
CVCL_H614	FE-PD	Cancer cell line	Lymphoid	Anaplastic Large-Cell Lymphoma ALK Negative	depmap	1	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1818	GRANTA-519	Cancer cell line	Lymphoid	Mantle Cell Lymphoma	depmap	1	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP,COSMIC	B	1	
CVCL_1242	HAL-01	Cancer cell line	Lymphoid	B-Lymphoblastic Leukemia/Lymphoma	depmap	1	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP,COSMIC	B	1	
CVCL_8226	HANK1	Cancer cell line	Lymphoid		cellosaurus_term	2	Cellosaurus-only	needs pull	lookup (other DB)	Progenetix	B	1	
CVCL_M572	HBL-1	Cancer cell line	Lymphoid		cellosaurus_term	4	Cellosaurus-only	needs pull	lookup (other DB)	Progenetix	B	1	
CVCL_M574	HBL-2	Cancer cell line	Lymphoid		cellosaurus_term	1	Cellosaurus-only	needs pull	lookup (other DB)	Progenetix	B	1	
CVCL_H207	HLY-1	Cancer cell line	Lymphoid	Activated B-cell Type	cellosaurus_ncit	2	Cellosaurus-only	needs pull	infer (from input)	matched input	C	1	
CVCL_1290	HT	Cancer cell line	Lymphoid	Diffuse Large B-Cell Lymphoma, NOS	depmap	2	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_0337	HuT 78	Cancer cell line	Lymphoid	Sezary Syndrome	depmap	1	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_H633	JB6	Cancer cell line	Lymphoid	Anaplastic Large-Cell Lymphoma ALK Positive	cellosaurus_ncit	1	Cellosaurus-only	needs pull	lookup (other DB)	Progenetix	B	1	
CVCL_1865	JEKO-1	Cancer cell line	Lymphoid	Mantle Cell Lymphoma	depmap	5	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP,COSMIC	B	1	
CVCL_2078	JJN-3	Cancer cell line	Lymphoid	Plasma Cell Myeloma	depmap	9	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_3728	JSC-1	Cancer cell line	Lymphoid	Primary Effusion Lymphoma	depmap	1	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP,COSMIC	B	1	
CVCL_0065	Jurkat	Cancer cell line	Lymphoid	T-Lymphoblastic Leukemia/Lymphoma	depmap	32	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_0367	Jurkat (Clone E6-1)	Cancer cell line	Lymphoid	T-Lymphoblastic Leukemia/Lymphoma	cellosaurus_ncit	6	Cellosaurus-only	needs pull	lookup (other DB)	Progenetix,CMP	B	1	
CVCL_1319	JVM-2	Transformed cell line	Lymphoid	Mantle Cell Lymphoma	depmap	1	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP,COSMIC	B	1	
CVCL_1324	KARPAS-299	Cancer cell line	Lymphoid	Anaplastic Large-Cell Lymphoma ALK Positive	depmap	1	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1325	KARPAS-422	Cancer cell line	Lymphoid	Diffuse Large B-Cell Lymphoma, NOS	depmap	17	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1326	KARPAS-45	Cancer cell line	Lymphoid	T-Lymphoblastic Leukemia/Lymphoma	depmap	1	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP,COSMIC	B	1	
CVCL_2976	KHYG-1	Cancer cell line	Lymphoid	Natural Killer (NK) Cell Lymphoblastic Leukemia/Lymphoma (NKCLL)	depmap	1	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_X908	KK1	Cancer cell line	Lymphoid		cellosaurus_term	2	Cellosaurus-only	needs pull	lookup (other DB)	Progenetix	B	1	
CVCL_2989	KMS-11	Cancer cell line	Lymphoid	Plasma Cell Myeloma	depmap	13	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1334	KMS-12-BM	Cancer cell line	Lymphoid	Plasma Cell Myeloma	depmap	1	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP,COSMIC	B	1	
CVCL_2993	KMS-27	Cancer cell line	Lymphoid	Plasma Cell Myeloma	depmap	6	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_2994	KMS-28BM	Cancer cell line	Lymphoid	Plasma Cell Myeloma	depmap	1	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP	B	1	
CVCL_1866	KOPN-8	Cancer cell line	Lymphoid	B-Lymphoblastic Leukemia/Lymphoma with t(v;11q23.3);KMT2A Rearranged	depmap	1	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_4965	KOPT-K1	Cancer cell line	Lymphoid	T-Lymphoblastic Leukemia/Lymphoma	cellosaurus_ncit	12	Cellosaurus-only	needs pull	lookup (other DB)	Progenetix	B	1	
CVCL_1380	Loucy	Cancer cell line	Lymphoid	Early T-Cell Precursor Lymphoblastic Leukemia	depmap	8	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_0012	LP-1	Cancer cell line	Lymphoid	Plasma Cell Myeloma	depmap	13	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_H631	Mac-1	Cancer cell line	Lymphoid	Mature T and NK Neoplasms	cellosaurus_ncit	1	Cellosaurus-only	needs pull	lookup (other DB)	Progenetix,CMP	B	1	
CVCL_H637	Mac-2A	Cancer cell line	Lymphoid	Anaplastic Large-Cell Lymphoma ALK Negative	depmap	1	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1831	MAVER-1	Cancer cell line	Lymphoid	Mantle Cell Lymphoma	depmap	1	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_D709	MD901	Cancer cell line	Lymphoid	Diffuse Large B-Cell Lymphoma, NOS	cellosaurus_ncit	5	Cellosaurus-only	needs pull	lookup (other DB)	Progenetix	B	1	
CVCL_1870	MEC-1	Cancer cell line	Lymphoid	Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma	depmap	2	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1871	MEC-2	Cancer cell line	Lymphoid	Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma	depmap	1	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP	B	1	
CVCL_0089	MHH-CALL-3	Cancer cell line	Lymphoid	B-Lymphoblastic Leukemia/Lymphoma with t(1;19)(q23;p13.3);TCF3-PBX1	depmap	1	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP	B	1	
CVCL_1872	Mino	Cancer cell line	Lymphoid	Mantle Cell Lymphoma	depmap	9	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP	B	1	
CVCL_EI97	MM.1-144	Cancer cell line	Lymphoid	Plasma Cell Myeloma	cellosaurus_ncit	6	Cellosaurus-only	needs pull	lookup (other DB)	Progenetix	B	1	
CVCL_8792	MM.1S	Cancer cell line	Lymphoid	Plasma Cell Myeloma	depmap	31	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_Y383	MO1043	Cancer cell line	Lymphoid	Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma	cellosaurus_ncit	2	Cellosaurus-only	needs pull	infer (from input)	matched input	C	1	
CVCL_1423	MOLT-14	Cancer cell line	Lymphoid	T-Lymphoblastic Leukemia/Lymphoma	cellosaurus_ncit	4	Cellosaurus-only	needs pull	lookup (other DB)	Progenetix,CMP	B	1	
CVCL_1424	MOLT-16	Cancer cell line	Lymphoid	T-Lymphoblastic Leukemia/Lymphoma	depmap	1	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP,COSMIC	B	1	
CVCL_0013	MOLT-4	Cancer cell line	Lymphoid	T-Lymphoblastic Leukemia/Lymphoma	depmap	6	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP,COSMIC	B	1	
CVCL_ZY05	Mutu	Cancer cell line	Lymphoid	Burkitt Lymphoma	cellosaurus_ncit	2	Cellosaurus-only	needs pull	infer (from input)	matched input	C	1	
CVCL_1873	MUTZ-5	Cancer cell line	Lymphoid	B-Lymphoblastic Leukemia/Lymphoma, BCR-ABL1 Like	depmap	1	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_0092	NALM-6	Cancer cell line	Lymphoid	B-Lymphoblastic Leukemia/Lymphoma	depmap	24	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1600	NCI-H929	Cancer cell line	Lymphoid	Plasma Cell Myeloma	depmap	4	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_2142	NK-92	Cancer cell line	Lymphoid	Natural Killer (NK) Cell Lymphoblastic Leukemia/Lymphoma (NKCLL)	cellosaurus_ncit	4	Cellosaurus-only	needs pull	lookup (other DB)	CMP	B	1	
CVCL_8461	NK-YS	Cancer cell line	Lymphoid		cellosaurus_term	1	Cellosaurus-only	needs pull	lookup (other DB)	Progenetix	B	1	
CVCL_1876	NU-DHL-1	Cancer cell line	Lymphoid	Diffuse Large B-Cell Lymphoma, NOS	depmap	2	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP	B	1	
CVCL_8795	OCI-LY-10	Cancer cell line	Lymphoid	Activated B-cell Type	depmap	2	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP	B	1	
CVCL_8800	OCI-LY-3	Cancer cell line	Lymphoid	Activated B-cell Type	depmap	14	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP	B	1	
CVCL_1881	OCI-LY-7	Cancer cell line	Lymphoid	Diffuse Large B-Cell Lymphoma, NOS	depmap	5	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP,COSMIC	B	1	
CVCL_1879	OCI-LY1	Cancer cell line	Lymphoid	Diffuse Large B-Cell Lymphoma, NOS	cellosaurus_ncit	18	Cellosaurus-only	needs pull	lookup (other DB)	Progenetix	B	1	
CVCL_1880	OCI-Ly18	Cancer cell line	Lymphoid	Diffuse Large B-Cell Lymphoma, NOS	depmap	2	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix	B	1	
CVCL_8801	OCI-LY4	Cancer cell line	Lymphoid	Diffuse Large B-Cell Lymphoma, NOS	cellosaurus_ncit	1	Cellosaurus-only	needs pull	lookup (other DB)	Progenetix	B	1	
CVCL_8803	OCI-LY8	Cancer cell line	Lymphoid	Diffuse Large B-Cell Lymphoma, NOS	cellosaurus_ncit	2	Cellosaurus-only	needs pull	lookup (other DB)	Progenetix	B	1	
CVCL_1625	OPM-2	Cancer cell line	Lymphoid	Plasma Cell Myeloma	depmap	4	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1630	P12-ICHIKAWA	Cancer cell line	Lymphoid	T-Lymphoblastic Leukemia/Lymphoma	depmap	1	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1913	PEER	Cancer cell line	Lymphoid	T-Lymphoblastic Leukemia/Lymphoma	depmap	1	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP	B	1	
CVCL_W979	PER-117	Cancer cell line	Lymphoid	T-Lymphoblastic Leukemia/Lymphoma	cellosaurus_ncit	1	Cellosaurus-only	needs pull	infer (from input)	matched input	C	1	
CVCL_1641	PF-382	Cancer cell line	Lymphoid	T-Lymphoblastic Leukemia/Lymphoma	depmap	5	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_3326	Pfeiffer	Cancer cell line	Lymphoid	Diffuse Large B-Cell Lymphoma, NOS	depmap	3	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP	B	1	
CVCL_0511	RAJI	Cancer cell line	Lymphoid	Burkitt Lymphoma	depmap	11	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_0597	RAMOS	Cancer cell line	Lymphoid	Burkitt Lymphoma	depmap	4	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1883	RC-K8	Cancer cell line	Lymphoid	Germinal Center B-Cell Type	depmap	2	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP,COSMIC	B	1	
CVCL_1884	REC-1	Cancer cell line	Lymphoid	Mantle Cell Lymphoma	depmap	9	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
