srx	cell_class	cell	cvcl	model_id	lineage	subtype	has_cn	has_dep	qc_pass	reads	pct_mapped	pct_dup	n_peaks
SRX10024484	Breast	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma	1	1	1	13761333	97.3	2.1	11754
SRX10024485	Breast	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma	1	1	1	16725329	92.4	2.6	11204
SRX10024486	Breast	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma	1	1	1	18181340	94.3	2.1	12569
SRX10024495	Breast	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma	1	1	1	18123388	96.9	2.1	11929
SRX10024496	Breast	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma	1	1	1	18739053	97.4	2.8	14751
SRX10024497	Breast	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma	1	1	1	16239676	97.9	3.8	9020
SRX10024498	Breast	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma	1	1	1	15358831	97.8	2.3	12021
SRX100255	Cardiovascular	HUVEC	CVCL_2959				0	0	1	40742855	95.8	10.9	69906
SRX1002670	Uterus	EEC16	CVCL_YZ61				0	0	1	52732293	96.0	10.5	56315
SRX1002671	Uterus	EEC16	CVCL_YZ61				0	0	1	57808111	96.9	13.5	60612
SRX1002678	Uterus	Fallopian tube secretory epithelial cell					0	0	1	48547361	93.2	84.7	17054
SRX1002679	Uterus	Fallopian tube secretory epithelial cell					0	0	1	47106989	92.9	85.2	16632
SRX1002686	Uterus	Fallopian tube secretory epithelial cell					0	0	1	44343218	96.9	76.5	26454
SRX1002687	Uterus	Fallopian tube secretory epithelial cell					0	0	1	46124518	96.1	78.6	24389
SRX1002695	Gonad	IOE11	CVCL_0T68				0	0	1	51876212	99.1	12.8	69714
SRX1002696	Gonad	IOE11	CVCL_0T68				0	0	1	52589625	98.4	9.0	72179
SRX1002705	Gonad	IOE11	CVCL_0T68				0	0	1	39869471	96.7	5.5	44903
SRX1002706	Gonad	IOE11	CVCL_0T68				0	0	1	37284976	98.5	6.6	47747
SRX1002799	Bone	HT-1080	CVCL_0317	ACH-000054	Soft Tissue	Fibrosarcoma	1	1	1	34248709	83.8	6.6	43741
SRX1002800	Bone	HT-1080	CVCL_0317	ACH-000054	Soft Tissue	Fibrosarcoma	1	1	1	33710540	84.4	18.3	39819
SRX10030484	Digestive tract	SW 480	CVCL_0546	ACH-000842	Bowel	Colon Adenocarcinoma	1	0	1	48372730	97.5	4.9	22378
SRX10030485	Digestive tract	SW 480	CVCL_0546	ACH-000842	Bowel	Colon Adenocarcinoma	1	0	1	38614210	97.7	4.4	20873
SRX10030486	Digestive tract	SW 480	CVCL_0546	ACH-000842	Bowel	Colon Adenocarcinoma	1	0	1	35548276	98.3	6.0	28126
SRX10030487	Digestive tract	SW 480	CVCL_0546	ACH-000842	Bowel	Colon Adenocarcinoma	1	0	1	37798398	97.9	5.7	27067
SRX10030488	Digestive tract	HT-29	CVCL_0320	ACH-000552	Bowel	Colon Adenocarcinoma	1	1	1	26572613	97.7	6.4	29513
SRX10030489	Digestive tract	HT-29	CVCL_0320	ACH-000552	Bowel	Colon Adenocarcinoma	1	1	1	31787687	97.6	6.7	31404
SRX10030490	Digestive tract	HT-29	CVCL_0320	ACH-000552	Bowel	Colon Adenocarcinoma	1	1	1	22072597	97.8	5.3	26738
SRX10030491	Digestive tract	HT-29	CVCL_0320	ACH-000552	Bowel	Colon Adenocarcinoma	1	1	1	32725966	97.8	6.0	32344
SRX10030492	Digestive tract	HT-29	CVCL_0320	ACH-000552	Bowel	Colon Adenocarcinoma	1	1	1	35936964	97.8	6.5	34602
SRX10030493	Digestive tract	HT-29	CVCL_0320	ACH-000552	Bowel	Colon Adenocarcinoma	1	1	1	36400313	97.8	6.4	34840
SRX1003175	Epidermis	NHEK					0	0	1	22336764	71.5	27.0	17042
SRX1003176	Epidermis	NHEK					0	0	1	22123084	71.6	27.0	16901
SRX10035147	Digestive tract	KYSE-140	CVCL_1347	ACH-000823	Esophagus/Stomach	Esophageal Squamous Cell Carcinoma	0	1	1	19391415	99.4	20.8	37026
SRX10035164	Digestive tract	KYSE-140	CVCL_1347	ACH-000823	Esophagus/Stomach	Esophageal Squamous Cell Carcinoma	0	1	1	22561171	99.4	23.9	38910
SRX10035165	Digestive tract	KYSE-140	CVCL_1347	ACH-000823	Esophagus/Stomach	Esophageal Squamous Cell Carcinoma	0	1	1	17814408	99.4	19.6	39564
SRX10035166	Digestive tract	KYSE-140	CVCL_1347	ACH-000823	Esophagus/Stomach	Esophageal Squamous Cell Carcinoma	0	1	1	19339395	99.3	20.5	40715
SRX10035167	Digestive tract	KYSE-140	CVCL_1347	ACH-000823	Esophagus/Stomach	Esophageal Squamous Cell Carcinoma	0	1	1	19002753	99.1	21.2	35770
SRX10037233	Digestive tract	Colonic mucosa					0	0	1	66269923	80.5	29.8	20091
SRX10037234	Digestive tract	Colorectal cancer cell lines					0	0	1	109718640	63.1	39.7	50254
SRX10037235	Digestive tract	Colonic mucosa					0	0	1	76974361	61.5	15.4	40305
SRX10037236	Digestive tract	Colorectal cancer cell lines					0	0	1	61651475	62.2	9.9	33046
SRX10037237	Digestive tract	Colonic mucosa					0	0	1	75021399	36.7	15.6	38010
SRX10037238	Digestive tract	Colorectal cancer cell lines					0	0	1	55161458	50.4	5.7	26008
SRX10037239	Digestive tract	Colonic mucosa					0	0	1	71042523	63.8	28.1	40670
SRX10037240	Digestive tract	Colorectal cancer cell lines					0	0	1	58527712	55.6	13.5	36880
SRX10037241	Digestive tract	Colorectal cancer cell lines					0	0	1	72970439	62.6	22.5	43047
SRX10037242	Digestive tract	Colonic mucosa					0	0	1	66782983	94.3	50.6	49434
SRX10037243	Digestive tract	Colorectal cancer cell lines					0	0	1	45071945	91.2	9.8	35751
SRX10037244	Digestive tract	Colonic mucosa					0	0	1	54102212	94.7	86.0	8066
SRX10037245	Digestive tract	Colorectal cancer cell lines					0	0	1	39949571	96.9	12.1	53639
SRX10037246	Digestive tract	Colorectal cancer cell lines					0	0	1	53636709	94.4	8.7	30647
SRX10037247	Digestive tract	Colonic mucosa					0	0	1	37421049	96.3	45.6	27678
SRX10037248	Digestive tract	Colorectal cancer cell lines					0	0	1	46791007	77.4	13.2	40247
SRX10037249	Digestive tract	Colonic mucosa					0	0	1	99397629	80.9	60.4	31522
SRX10037250	Digestive tract	Colorectal cancer cell lines					0	0	1	97023349	51.3	18.3	45845
SRX10037251	Digestive tract	Colonic mucosa					0	0	1	55212986	72.0	11.8	32036
SRX10037252	Digestive tract	Colorectal cancer cell lines					0	0	1	104123548	70.6	22.4	35847
SRX10037253	Digestive tract	Colonic mucosa					0	0	1	89366838	58.5	31.1	48249
SRX10037283	Others	Cancer cell line					0	0	1	59997111	93.8	6.2	53715
SRX10037284	Others	Cancer cell line					0	0	1	32525157	90.6	4.3	48336
SRX10037285	Others	Cancer cell line					0	0	1	106337095	87.9	28.2	67927
SRX10037286	Others	Cancer cell line					0	0	1	53536639	90.4	13.3	25232
SRX10037325	Digestive tract	Colonic mucosa					0	0	1	136550438	63.7	30.5	64093
SRX10037326	Digestive tract	Colorectal cancer cell lines					0	0	1	114086103	78.7	26.0	37692
SRX10037327	Digestive tract	Colonic mucosa					0	0	1	71108506	89.5	32.7	47360
SRX10037328	Digestive tract	Colorectal cancer cell lines					0	0	1	38708222	50.4	11.2	29183
SRX10037329	Digestive tract	Colonic mucosa					0	0	1	34929706	51.4	8.1	11721
SRX10037330	Digestive tract	Colorectal cancer cell lines					0	0	1	45077930	57.2	10.0	35472
SRX10037331	Digestive tract	Colonic mucosa					0	0	1	54578251	48.1	16.8	33428
SRX10037332	Digestive tract	Colorectal cancer cell lines					0	0	1	34317015	73.5	19.3	34883
SRX10045308	Prostate	LNCAP	CVCL_0395				0	0	1	21265502	96.5	21.1	17062
SRX10045309	Prostate	LNCAP	CVCL_0395				0	0	1	26141782	98.4	24.0	27509
SRX10045310	Prostate	LNCAP	CVCL_0395				0	0	1	17585136	98.5	20.9	15565
SRX10045311	Prostate	LNCAP	CVCL_0395				0	0	1	20950506	98.8	21.6	24271
SRX10045318	Prostate	PC-3	CVCL_0035	ACH-000090	Prostate	Prostate Adenocarcinoma	1	1	1	15306983	98.1	23.9	14898
SRX10045319	Prostate	PC-3	CVCL_0035	ACH-000090	Prostate	Prostate Adenocarcinoma	1	1	1	13738913	98.7	24.3	17451
SRX10045335	Breast	CAL-51	CVCL_1110	ACH-000856	Breast	Invasive Breast Carcinoma	1	1	1	58591783	98.9	8.1	25755
SRX1004564	Lung	MSTO-211H	CVCL_1430	ACH-000335	Pleura	Pleural Mesothelioma, Biphasic Type	1	1	1	46182043	87.5	7.6	29272
SRX1008312	Blood	GM12878	CVCL_7526				0	0	0	19409621	98.3	23.0	487
SRX1008313	Blood	GM12878	CVCL_7526				0	0	0	20283467	98.4	25.6	456
SRX1008314	Blood	GM12878	CVCL_7526				0	0	0	16043370	95.8	53.0	133
SRX1008315	Blood	GM12878	CVCL_7526				0	0	0	24232462	87.7	74.9	194
SRX1008496	Epidermis	NHEK					0	0	1	225486809	77.9	38.8	115014
SRX10094996	Blood	CLL					0	0	1	31559697	94.4	46.8	17512
SRX10094997	Blood	CLL					0	0	1	25326082	94.6	49.8	17434
SRX10094998	Blood	CLL					0	0	1	27951898	95.8	45.5	18616
SRX10094999	Blood	CLL					0	0	1	52806994	96.3	44.2	30052
SRX10095000	Blood	CLL					0	0	1	46686819	96.3	45.0	27107
SRX10095001	Blood	CLL					0	0	1	42230696	95.6	40.3	26025
SRX10095002	Blood	CLL					0	0	1	36022592	95.0	36.2	23329
SRX10095003	Blood	CLL					0	0	1	67223141	94.1	77.2	22121
SRX10095004	Blood	CLL					0	0	1	85217541	93.9	64.6	31043
SRX10095005	Blood	CLL					0	0	1	24807825	93.8	42.2	17532
SRX10109394	Pluripotent stem cell	iPS cells					0	0	1	62487438	98.1	22.3	6241
SRX10109395	Pluripotent stem cell	iPS cells					0	0	1	38739668	98.3	16.6	2485
SRX10131674	Lung	Bronchial tracheal epithelial cells					0	0	1	24667172	92.9	10.2	42395
SRX10131675	Lung	Bronchial tracheal epithelial cells					0	0	1	17283011	92.7	9.0	18172
SRX1013327	Liver	HuCCT1	CVCL_0324	ACH-000976	Biliary Tract	Intrahepatic Cholangiocarcinoma	1	1	1	38055268	88.3	9.7	37965
SRX1013328	Liver	HuCCT1	CVCL_0324	ACH-000976	Biliary Tract	Intrahepatic Cholangiocarcinoma	1	1	1	39141419	91.0	11.4	52702
SRX1013878	Liver	Hep G2	CVCL_0027	ACH-000739	Liver	Hepatoblastoma	1	1	1	25904687	98.7	4.7	39253
SRX1013881	Liver	Hep G2	CVCL_0027	ACH-000739	Liver	Hepatoblastoma	1	1	0	317106	82.0	1.3	0
SRX1013889	Liver	Hepatocytes					0	0	0	1963980	40.7	0.9	1
SRX1013896	Liver	Liver					0	0	0	607543	58.0	0.9	6
SRX1013959	Uterus	HeLa	CVCL_0030	ACH-001086	Cervix	Endocervical Adenocarcinoma	0	0	1	28042580	95.8	12.4	25809
SRX1013960	Uterus	HeLa	CVCL_0030	ACH-001086	Cervix	Endocervical Adenocarcinoma	0	0	1	34457871	95.8	15.4	24209
SRX1013961	Uterus	HeLa	CVCL_0030	ACH-001086	Cervix	Endocervical Adenocarcinoma	0	0	1	41112038	95.1	14.9	28959
SRX1013962	Uterus	HeLa	CVCL_0030	ACH-001086	Cervix	Endocervical Adenocarcinoma	0	0	1	46336420	95.4	14.0	27854
SRX1013963	Uterus	HeLa	CVCL_0030	ACH-001086	Cervix	Endocervical Adenocarcinoma	0	0	1	47792856	90.5	57.1	26521
SRX1013964	Uterus	HeLa	CVCL_0030	ACH-001086	Cervix	Endocervical Adenocarcinoma	0	0	1	42705714	90.9	57.4	21560
SRX1013965	Uterus	HeLa	CVCL_0030	ACH-001086	Cervix	Endocervical Adenocarcinoma	0	0	1	35810643	90.7	43.8	26428
SRX1013966	Uterus	HeLa	CVCL_0030	ACH-001086	Cervix	Endocervical Adenocarcinoma	0	0	1	48605362	90.5	39.9	28801
SRX10142208	Breast	Mammary epithelial cells					0	0	1	40485034	98.9	16.4	47252
SRX10142209	Breast	Mammary epithelial cells					0	0	1	33380338	98.0	14.9	46320
SRX10142210	Breast	Breast luminal cells					0	0	1	40555854	99.0	15.6	19436
SRX10142211	Breast	Breast luminal cells					0	0	1	35416683	99.0	13.1	16500
SRX10142212	Breast	Breast luminal cells					0	0	1	39588887	99.0	14.2	12537
SRX10142213	Breast	Breast luminal cells					0	0	1	45644478	99.0	13.2	16786
SRX10142214	Breast	Breast cancer cell line					0	0	1	48454504	99.0	16.9	34231
SRX10142215	Breast	Breast cancer cell line					0	0	1	43698535	99.1	15.2	33274
SRX10142216	Breast	Breast cancer cells					0	0	1	39894616	98.9	13.4	11911
SRX10142217	Breast	Breast cancer cells					0	0	1	50114493	99.1	15.6	21533
SRX10142218	Blood	B cells					0	0	1	36711725	99.0	14.6	19001
SRX10142219	Blood	B cells					0	0	1	43874494	99.1	15.2	23579
SRX10144610	Blood	Kasumi-1	CVCL_0589	ACH-000263	Myeloid	Acute Myeloid Leukemia	1	1	1	45548909	98.2	10.6	51912
SRX10144611	Blood	Kasumi-1	CVCL_0589	ACH-000263	Myeloid	Acute Myeloid Leukemia	1	1	1	44713367	98.5	9.1	51692
SRX101484	Pancreas	PANC-1	CVCL_0480	ACH-000164	Pancreas	Pancreatic Adenocarcinoma	1	1	1	64762004	99.2	8.0	23958
SRX10151290	Pluripotent stem cell	iPSC derived neural cells					0	0	1	29484707	98.0	11.8	45526
SRX10162628	Neural	Brain organoids					0	0	1	25744000	99.2	20.6	5453
SRX10162629	Neural	Brain organoids					0	0	1	23037691	99.0	9.3	9676
SRX10162630	Neural	Brain organoids					0	0	1	22761139	98.4	31.1	3715
SRX10162634	Neural	Brain organoids					0	0	1	24100641	98.6	26.1	5382
SRX10162635	Neural	Brain organoids					0	0	1	25468490	99.2	11.7	15173
SRX10162636	Neural	Brain organoids					0	0	1	24238730	99.2	10.4	11001
SRX10162640	Neural	Brain organoids					0	0	1	26945438	98.8	15.5	7269
SRX10162641	Neural	Brain organoids					0	0	1	28137270	99.1	23.2	1293
SRX10162642	Neural	Brain organoids					0	0	1	25741716	99.0	28.2	1274
SRX10162674	Placenta	Cytotrophoblast					0	0	1	17626695	96.3	2.3	3781
SRX10162675	Placenta	Cytotrophoblast					0	0	1	94819677	96.1	16.6	23757
SRX10162676	Placenta	Cytotrophoblast					0	0	1	19755387	96.4	2.3	6942
SRX10162677	Placenta	Cytotrophoblast					0	0	1	74909559	95.4	19.4	18085
SRX10168819	Lung	A549	CVCL_0023	ACH-000681	Lung	Lung Adenocarcinoma	1	1	1	26809748	98.6	3.3	37425
SRX10168820	Lung	A549	CVCL_0023	ACH-000681	Lung	Lung Adenocarcinoma	1	1	1	14933867	98.3	3.0	24768
SRX10168821	Lung	A549	CVCL_0023	ACH-000681	Lung	Lung Adenocarcinoma	1	1	1	24865566	97.4	3.3	34608
SRX10168822	Lung	A549	CVCL_0023	ACH-000681	Lung	Lung Adenocarcinoma	1	1	1	19298646	97.9	3.8	33867
SRX10168823	Lung	A549	CVCL_0023	ACH-000681	Lung	Lung Adenocarcinoma	1	1	1	25679383	97.7	3.8	40011
SRX10168824	Lung	A549	CVCL_0023	ACH-000681	Lung	Lung Adenocarcinoma	1	1	1	27495407	97.4	3.9	38033
SRX10168825	Lung	A549	CVCL_0023	ACH-000681	Lung	Lung Adenocarcinoma	1	1	1	36620922	97.7	4.8	49523
SRX10168826	Lung	A549	CVCL_0023	ACH-000681	Lung	Lung Adenocarcinoma	1	1	1	19371384	97.3	3.6	36093
SRX10168827	Lung	A549	CVCL_0023	ACH-000681	Lung	Lung Adenocarcinoma	1	1	1	27271858	97.8	4.1	39896
SRX10184470	Blood	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+	1	1	1	54194483	96.2	6.3	28459
SRX10184471	Blood	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+	1	1	1	43589557	96.5	5.1	26147
SRX10184472	Blood	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+	1	1	1	48841636	96.7	5.3	27875
SRX10184486	Blood	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+	1	1	1	32746539	96.3	31.4	27745
SRX10184490	Blood	Acute myeloid leukemia					0	0	1	28173236	96.1	9.1	27119
SRX10184501	Blood	Acute myeloid leukemia					0	0	1	26670207	97.8	5.6	18717
SRX10184507	Blood	OCI-AML3	CVCL_1844	ACH-000336	Myeloid	Acute Myeloid Leukemia	1	1	1	22540243	98.0	3.8	16997
SRX10184508	Blood	KG-1	CVCL_0374	ACH-000386	Myeloid	Acute Myeloid Leukemia	0	0	1	26402272	98.1	4.1	10326
SRX10184509	Blood	MV-4-11	CVCL_0064	ACH-000045	Myeloid	Acute Myeloid Leukemia	1	1	1	27941472	98.1	7.4	25074
SRX10184513	Blood	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+	1	1	1	24801290	98.1	4.3	14487
SRX10187467	Lung	Lung					0	0	1	35648137	98.9	6.1	26380
SRX10187468	Lung	Lung					0	0	1	23711970	98.8	4.9	20192
SRX10187469	Lung	Lung					0	0	1	28671794	99.0	4.1	15389
SRX10187470	Lung	Lung					0	0	1	28480190	99.0	5.7	15288
SRX10187471	Epidermis	Epidermis					0	0	1	46407585	96.6	6.5	22781
SRX10187477	Epidermis	Epidermis					0	0	1	42161136	96.8	12.1	18780
SRX10187478	Epidermis	Epidermis					0	0	1	48031172	96.8	6.5	18666
SRX10187480	Epidermis	Epidermis					0	0	1	44994916	97.0	6.4	21413
SRX10187484	Muscle	SJCRH30	CVCL_0041	ACH-000833	Soft Tissue	Alveolar Rhabdomyosarcoma	1	1	1	96059252	98.5	20.4	36079
SRX10187485	Muscle	SJCRH30	CVCL_0041	ACH-000833	Soft Tissue	Alveolar Rhabdomyosarcoma	1	1	1	78090066	98.6	21.6	44414
SRX10187496	Others	Spleen					0	0	1	26024129	98.7	3.8	12235
SRX10187497	Others	Spleen					0	0	1	18304906	98.8	3.2	9685
SRX10187520	Epidermis	Epidermis					0	0	1	36972132	98.1	6.3	15731
SRX10187521	Bone	SJSA-1	CVCL_1697	ACH-000748	Bone	Osteosarcoma	1	1	1	73337560	96.6	42.5	42283
SRX10187522	Bone	SJSA-1	CVCL_1697	ACH-000748	Bone	Osteosarcoma	1	1	1	78502357	98.1	24.6	41257
SRX10187525	Epidermis	Epidermis					0	0	1	39458146	98.4	5.8	23402
SRX10187540	Others	Spleen					0	0	1	21442514	98.7	4.8	4363
SRX10187541	Others	Spleen					0	0	1	22562059	98.9	5.0	4921
SRX10187568	Blood	NCI-H929	CVCL_1600	ACH-000050	Lymphoid	Plasma Cell Myeloma	1	0	1	89242032	98.3	43.6	35271
SRX10187569	Blood	NCI-H929	CVCL_1600	ACH-000050	Lymphoid	Plasma Cell Myeloma	1	0	1	90381795	97.9	44.4	30470
SRX10187573	Cardiovascular	Right ventricle					0	0	1	19716261	98.7	5.0	11817
SRX10187574	Cardiovascular	Right ventricle					0	0	1	20737445	98.7	4.9	12564
SRX10187584	Cardiovascular	HBMEC					0	0	1	81082266	94.5	24.5	51538
SRX10187585	Cardiovascular	HBMEC					0	0	1	75395095	96.6	13.9	55052
SRX10187620	Epidermis	Epidermis					0	0	1	44808949	96.8	6.9	24444
SRX10187628	Epidermis	Epidermis					0	0	1	44889585	97.0	5.7	19516
SRX10187631	Blood	HAP1	CVCL_Y019	ACH-002475	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+	1	1	1	97667083	96.7	37.8	11868
SRX10187632	Blood	HAP1	CVCL_Y019	ACH-002475	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+	1	1	1	89755104	96.5	42.2	15075
SRX10187633	Others	Spleen					0	0	1	28336404	98.6	4.8	13561
SRX10187634	Others	Spleen					0	0	1	20654420	98.7	8.9	16820
SRX10187637	Pancreas	Pancreas					0	0	1	24526852	99.0	6.2	29793
SRX10187638	Pancreas	Pancreas					0	0	1	24476620	98.9	4.2	6290
SRX10187639	Cardiovascular	Left ventricle					0	0	1	20148235	98.9	3.9	18323
SRX10187640	Cardiovascular	Left ventricle					0	0	1	18995095	98.6	4.9	17494
SRX10187645	Pancreas	Pancreas					0	0	1	27865284	98.9	4.1	8241
SRX10187646	Pancreas	Pancreas					0	0	1	22044346	99.0	3.7	9150
SRX10187649	Epidermis	Epidermis					0	0	1	33744300	95.6	20.1	5514
SRX10187652	Epidermis	Epidermis					0	0	1	45082880	96.9	5.4	11729
SRX10187653	Epidermis	Epidermis					0	0	1	31354489	95.9	6.0	12526
SRX10187655	Epidermis	Epidermis					0	0	1	37406483	96.4	7.4	22655
SRX10187664	Lung	Lung					0	0	1	27268519	99.0	4.3	19714
SRX10187665	Lung	Lung					0	0	1	24722920	99.0	4.4	18124
SRX10187666	Epidermis	Epidermis					0	0	1	44991683	97.0	6.4	17384
SRX10187669	Others	Spleen					0	0	1	47321872	96.4	15.9	43897
SRX10187670	Others	Spleen					0	0	1	15044478	98.1	6.0	18995
SRX10187671	Others	Spleen					0	0	1	80406153	98.9	18.4	52729
SRX10187672	Others	Spleen					0	0	1	21604909	99.0	6.6	23137
SRX10187677	Epidermis	Epidermis					0	0	1	42839490	96.8	6.6	17887
SRX10187695	Cardiovascular	Right ventricle					0	0	1	20518730	98.9	5.1	17745
SRX10187696	Cardiovascular	Right ventricle					0	0	1	19556119	98.9	5.3	17048
SRX10187699	Pancreas	Pancreas					0	0	1	22962502	99.0	3.6	11409
SRX10187700	Pancreas	Pancreas					0	0	1	24129555	98.7	5.6	4365
SRX10187718	Epidermis	Epidermis					0	0	1	36335926	96.5	20.7	18154
SRX10187724	Blood	HL-60	CVCL_0002	ACH-000002	Myeloid	Acute Myeloid Leukemia	0	0	1	88339433	97.4	41.8	31875
SRX10187725	Blood	HL-60	CVCL_0002	ACH-000002	Myeloid	Acute Myeloid Leukemia	0	0	1	98899515	97.4	37.8	35668
SRX10187746	Epidermis	Epidermis					0	0	1	43443298	98.2	5.5	20163
SRX10187747	Epidermis	Epidermis					0	0	1	33586031	95.5	7.2	11459
SRX10187749	Epidermis	Epidermis					0	0	1	29452302	93.8	24.3	2315
SRX10187770	Cardiovascular	Left ventricle					0	0	1	22575173	98.7	5.6	13907
SRX10187771	Cardiovascular	Left ventricle					0	0	1	19321109	98.7	5.0	11293
SRX10187785	Others	Spleen					0	0	1	27860771	98.0	4.4	20437
SRX10187786	Others	Spleen					0	0	1	19168248	98.8	10.0	25074
SRX10187787	Others	Spleen					0	0	1	26291831	97.4	10.1	18999
SRX10187788	Others	Spleen					0	0	1	20015863	98.6	7.3	26286
SRX10187795	Epidermis	Epidermis					0	0	1	37913582	98.4	5.3	24751
SRX10187796	Epidermis	Epidermis					0	0	1	42168078	98.0	7.6	21958
SRX10187797	Epidermis	Epidermis					0	0	1	41091526	97.5	6.2	19542
SRX10187798	Epidermis	Epidermis					0	0	1	47120645	97.1	7.9	25027
SRX10187823	Others	WERI-Rb-1	CVCL_1792	ACH-001421	Eye	Retinoblastoma	1	1	1	80309294	98.0	41.6	34725
SRX10187824	Others	WERI-Rb-1	CVCL_1792	ACH-001421	Eye	Retinoblastoma	1	1	1	79127144	98.1	34.0	34976
SRX10198029	Bone	A-673	CVCL_0080	ACH-000052	Bone	Ewing Sarcoma	1	1	1	23637794	98.0	6.9	20916
SRX10198033	Bone	A-673	CVCL_0080	ACH-000052	Bone	Ewing Sarcoma	1	1	1	18927411	98.2	6.9	34375
SRX10198037	Kidney	293	CVCL_0045				0	0	1	20556299	97.9	8.9	21471
SRX10198040	Kidney	293	CVCL_0045				0	0	1	18719852	98.1	8.6	21800
SRX10205595	Breast	CAL-120	CVCL_1104	ACH-000212	Breast	Invasive Breast Carcinoma	1	1	1	32221813	96.5	13.2	16287
SRX10205596	Breast	CAL-120	CVCL_1104	ACH-000212	Breast	Invasive Breast Carcinoma	1	1	1	37370212	96.8	14.0	8276
SRX10205597	Breast	CAL-120	CVCL_1104	ACH-000212	Breast	Invasive Breast Carcinoma	1	1	1	32961109	96.4	10.2	18907
SRX10205598	Breast	CAL-120	CVCL_1104	ACH-000212	Breast	Invasive Breast Carcinoma	1	1	1	28558220	96.9	9.5	21088
SRX10205603	Breast	CAL-120	CVCL_1104	ACH-000212	Breast	Invasive Breast Carcinoma	1	1	1	14252888	97.3	5.6	19824
SRX10205604	Breast	CAL-120	CVCL_1104	ACH-000212	Breast	Invasive Breast Carcinoma	1	1	1	20995851	97.6	8.1	22059
SRX10205605	Breast	CAL-120	CVCL_1104	ACH-000212	Breast	Invasive Breast Carcinoma	1	1	1	28952328	97.2	9.1	28666
SRX10205606	Breast	CAL-120	CVCL_1104	ACH-000212	Breast	Invasive Breast Carcinoma	1	1	1	26849889	97.6	8.1	28539
SRX10205617	Breast	CAL-120	CVCL_1104	ACH-000212	Breast	Invasive Breast Carcinoma	1	1	1	29079222	97.7	6.9	25803
SRX10205618	Breast	CAL-120	CVCL_1104	ACH-000212	Breast	Invasive Breast Carcinoma	1	1	1	36867313	97.7	8.3	28463
SRX10205619	Breast	CAL-120	CVCL_1104	ACH-000212	Breast	Invasive Breast Carcinoma	1	1	1	37857209	97.6	12.0	30249
SRX10205620	Breast	CAL-120	CVCL_1104	ACH-000212	Breast	Invasive Breast Carcinoma	1	1	1	34859952	97.7	10.8	29147
SRX10206208	Blood	Monocytes					0	0	0	9535369	93.7	14.5	137
SRX10230766	Liver	Hu1545					0	0	1	25310362	97.9	3.9	24101
SRX10230772	Liver	Hu1545					0	0	1	24607007	98.0	3.0	20611
SRX10230778	Liver	Huh-7.5	CVCL_7927				0	0	1	25873013	97.6	5.2	29327
SRX10230784	Liver	Huh-7.5	CVCL_7927				0	0	1	25285699	98.5	4.3	17820
SRX10231451	Lung	NCI-H69	CVCL_1579	ACH-000358	Lung	Small Cell Lung Cancer	1	0	1	6725751	95.0	2.0	20457
SRX10231454	Lung	NCI-H69	CVCL_1579	ACH-000358	Lung	Small Cell Lung Cancer	1	0	1	13249276	97.2	1.9	32102
SRX1023259	Neural	BE(2)-C	CVCL_0529				0	0	1	49583615	96.5	7.8	31468
SRX1023262	Neural	NGP	CVCL_2141	ACH-001366	Peripheral Nervous System	Neuroblastoma	1	1	1	18859500	96.4	3.2	9791
SRX1023265	Neural	BE(2)-C	CVCL_0529				0	0	1	16050931	96.8	4.7	12323
SRX10234708	Others	SW 872	CVCL_1730	ACH-002310	Soft Tissue	Liposarcoma	0	0	1	28387323	96.2	6.2	5170
SRX10234710	Others	SW 872	CVCL_1730	ACH-002310	Soft Tissue	Liposarcoma	0	0	1	33053919	96.0	6.6	7500
SRX10234712	Others	SW 872	CVCL_1730	ACH-002310	Soft Tissue	Liposarcoma	0	0	1	28656293	95.7	6.7	12561
SRX10234714	Others	SW 872	CVCL_1730	ACH-002310	Soft Tissue	Liposarcoma	0	0	1	20421937	94.3	6.3	7246
SRX10234716	Others	SW 872	CVCL_1730	ACH-002310	Soft Tissue	Liposarcoma	0	0	1	22660289	96.5	6.2	2049
SRX10234718	Others	SW 872	CVCL_1730	ACH-002310	Soft Tissue	Liposarcoma	0	0	1	21731361	96.8	6.0	6995
SRX10234720	Others	SW 872	CVCL_1730	ACH-002310	Soft Tissue	Liposarcoma	0	0	1	32370994	96.1	6.5	5853
