srx	cell	cvcl	model_id	lineage	subtype
SRX10976061	697	CVCL_0079	ACH-000070	Lymphoid	B-Lymphoblastic Leukemia/Lymphoma with t(1;19)(q23;p13.3);TCF3-PBX1
SRX10976062	697	CVCL_0079	ACH-000070	Lymphoid	B-Lymphoblastic Leukemia/Lymphoma with t(1;19)(q23;p13.3);TCF3-PBX1
SRX10976063	697	CVCL_0079	ACH-000070	Lymphoid	B-Lymphoblastic Leukemia/Lymphoma with t(1;19)(q23;p13.3);TCF3-PBX1
SRX10976064	697	CVCL_0079	ACH-000070	Lymphoid	B-Lymphoblastic Leukemia/Lymphoma with t(1;19)(q23;p13.3);TCF3-PBX1
SRX10976065	697	CVCL_0079	ACH-000070	Lymphoid	B-Lymphoblastic Leukemia/Lymphoma with t(1;19)(q23;p13.3);TCF3-PBX1
SRX10976066	697	CVCL_0079	ACH-000070	Lymphoid	B-Lymphoblastic Leukemia/Lymphoma with t(1;19)(q23;p13.3);TCF3-PBX1
SRX10976067	697	CVCL_0079	ACH-000070	Lymphoid	B-Lymphoblastic Leukemia/Lymphoma with t(1;19)(q23;p13.3);TCF3-PBX1
SRX10976068	697	CVCL_0079	ACH-000070	Lymphoid	B-Lymphoblastic Leukemia/Lymphoma with t(1;19)(q23;p13.3);TCF3-PBX1
SRX10976069	697	CVCL_0079	ACH-000070	Lymphoid	B-Lymphoblastic Leukemia/Lymphoma with t(1;19)(q23;p13.3);TCF3-PBX1
SRX10976070	697	CVCL_0079	ACH-000070	Lymphoid	B-Lymphoblastic Leukemia/Lymphoma with t(1;19)(q23;p13.3);TCF3-PBX1
SRX10976071	697	CVCL_0079	ACH-000070	Lymphoid	B-Lymphoblastic Leukemia/Lymphoma with t(1;19)(q23;p13.3);TCF3-PBX1
SRX10976072	697	CVCL_0079	ACH-000070	Lymphoid	B-Lymphoblastic Leukemia/Lymphoma with t(1;19)(q23;p13.3);TCF3-PBX1
SRX10976169	A549	CVCL_0023	ACH-000681	Lung	Lung Adenocarcinoma
SRX10976170	A549	CVCL_0023	ACH-000681	Lung	Lung Adenocarcinoma
SRX10976171	A549	CVCL_0023	ACH-000681	Lung	Lung Adenocarcinoma
SRX10976781	A549	CVCL_0023	ACH-000681	Lung	Lung Adenocarcinoma
SRX10976782	A549	CVCL_0023	ACH-000681	Lung	Lung Adenocarcinoma
SRX10976783	A549	CVCL_0023	ACH-000681	Lung	Lung Adenocarcinoma
SRX10976855	A549	CVCL_0023	ACH-000681	Lung	Lung Adenocarcinoma
SRX10976856	A549	CVCL_0023	ACH-000681	Lung	Lung Adenocarcinoma
SRX10976857	A549	CVCL_0023	ACH-000681	Lung	Lung Adenocarcinoma
SRX10977175	A549	CVCL_0023	ACH-000681	Lung	Lung Adenocarcinoma
SRX10977176	A549	CVCL_0023	ACH-000681	Lung	Lung Adenocarcinoma
SRX10977177	A549	CVCL_0023	ACH-000681	Lung	Lung Adenocarcinoma
SRX10977374	A549	CVCL_0023	ACH-000681	Lung	Lung Adenocarcinoma
SRX10977375	A549	CVCL_0023	ACH-000681	Lung	Lung Adenocarcinoma
SRX10977376	A549	CVCL_0023	ACH-000681	Lung	Lung Adenocarcinoma
SRX10977447	A549	CVCL_0023	ACH-000681	Lung	Lung Adenocarcinoma
SRX10977448	A549	CVCL_0023	ACH-000681	Lung	Lung Adenocarcinoma
SRX10977449	A549	CVCL_0023	ACH-000681	Lung	Lung Adenocarcinoma
SRX1098172	MIA Paca-2	CVCL_0428	ACH-000601	Pancreas	Pancreatic Adenocarcinoma
SRX1098173	MIA Paca-2	CVCL_0428	ACH-000601	Pancreas	Pancreatic Adenocarcinoma
SRX11016888	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX11016889	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX11016890	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX11093747	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+
SRX11093748	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+
SRX11094505	A-673	CVCL_0080	ACH-000052	Bone	Ewing Sarcoma
SRX11094510	CHLA-10	CVCL_6583	ACH-001029	Bone	Ewing Sarcoma
SRX11094545	MHH-ES-1	CVCL_1411	ACH-000391	Bone	Ewing Sarcoma
SRX11094560	RD-ES	CVCL_2169	ACH-000041	Bone	Ewing Sarcoma
SRX11094570	SK-ES-1	CVCL_0627	ACH-000087	Bone	Ewing Sarcoma
SRX11094575	SK-N-MC	CVCL_0530	ACH-000039	Bone	Ewing Sarcoma
SRX11094580	TC-32	CVCL_7151	ACH-001205	Bone	Ewing Sarcoma
SRX11094585	TC-71	CVCL_2213	ACH-000424	Bone	Ewing Sarcoma
SRX11094590	TC-106	CVCL_F531	ACH-001283	Bone	Ewing Sarcoma
SRX11136868	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia
SRX11136869	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia
SRX11136870	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia
SRX11136871	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia
SRX11149849	MDA-MB-453	CVCL_0418	ACH-000910	Breast	Invasive Breast Carcinoma
SRX11149850	MDA-MB-453	CVCL_0418	ACH-000910	Breast	Invasive Breast Carcinoma
SRX11179898	U-87 MG	CVCL_0022	ACH-000075	CNS/Brain	Glioblastoma
SRX11179902	U-87 MG	CVCL_0022	ACH-000075	CNS/Brain	Glioblastoma
SRX11179903	U-87 MG	CVCL_0022	ACH-000075	CNS/Brain	Glioblastoma
SRX11222332	22Rv1	CVCL_1045	ACH-000956	Prostate	Prostate Adenocarcinoma
SRX11222333	22Rv1	CVCL_1045	ACH-000956	Prostate	Prostate Adenocarcinoma
SRX11222350	22Rv1	CVCL_1045	ACH-000956	Prostate	Prostate Adenocarcinoma
SRX11222351	22Rv1	CVCL_1045	ACH-000956	Prostate	Prostate Adenocarcinoma
SRX11222364	22Rv1	CVCL_1045	ACH-000956	Prostate	Prostate Adenocarcinoma
SRX11222365	22Rv1	CVCL_1045	ACH-000956	Prostate	Prostate Adenocarcinoma
SRX11222378	22Rv1	CVCL_1045	ACH-000956	Prostate	Prostate Adenocarcinoma
SRX11222379	22Rv1	CVCL_1045	ACH-000956	Prostate	Prostate Adenocarcinoma
SRX11222392	22Rv1	CVCL_1045	ACH-000956	Prostate	Prostate Adenocarcinoma
SRX11222393	22Rv1	CVCL_1045	ACH-000956	Prostate	Prostate Adenocarcinoma
SRX11222408	22Rv1	CVCL_1045	ACH-000956	Prostate	Prostate Adenocarcinoma
SRX11222409	22Rv1	CVCL_1045	ACH-000956	Prostate	Prostate Adenocarcinoma
SRX1123845	G-401	CVCL_0270	ACH-000096	Kidney	Rhabdoid Cancer
SRX1123850	G-401	CVCL_0270	ACH-000096	Kidney	Rhabdoid Cancer
SRX1123859	BT-16	CVCL_M156	ACH-001020	CNS/Brain	Atypical Teratoid/Rhabdoid Tumor
SRX1123862	BT-16	CVCL_M156	ACH-001020	CNS/Brain	Atypical Teratoid/Rhabdoid Tumor
SRX1123957	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX1123958	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX1123959	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX11245144	DMS 53	CVCL_1177	ACH-000698	Lung	Small Cell Lung Cancer
SRX11245145	DMS 53	CVCL_1177	ACH-000698	Lung	Small Cell Lung Cancer
SRX1127529	RS4-11	CVCL_0093	ACH-000874	Lymphoid	B-Lymphoblastic Leukemia/Lymphoma with t(v;11q23.3);KMT2A Rearranged
SRX1127540	RS4-11	CVCL_0093	ACH-000874	Lymphoid	B-Lymphoblastic Leukemia/Lymphoma with t(v;11q23.3);KMT2A Rearranged
SRX11312427	A549	CVCL_0023	ACH-000681	Lung	Lung Adenocarcinoma
SRX11312428	A549	CVCL_0023	ACH-000681	Lung	Lung Adenocarcinoma
SRX11312435	A549	CVCL_0023	ACH-000681	Lung	Lung Adenocarcinoma
SRX11312436	A549	CVCL_0023	ACH-000681	Lung	Lung Adenocarcinoma
SRX1134740	MV-4-11	CVCL_0064	ACH-000045	Myeloid	Acute Myeloid Leukemia
SRX11354212	SW 480	CVCL_0546	ACH-000842	Bowel	Colon Adenocarcinoma
SRX11354219	SW 480	CVCL_0546	ACH-000842	Bowel	Colon Adenocarcinoma
SRX11361155	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX11361156	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX11361157	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX11361158	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX11405192	Hep G2	CVCL_0027	ACH-000739	Liver	Hepatoblastoma
SRX11405194	Hep G2	CVCL_0027	ACH-000739	Liver	Hepatoblastoma
SRX11405196	Hep G2	CVCL_0027	ACH-000739	Liver	Hepatoblastoma
SRX11405198	Hep G2	CVCL_0027	ACH-000739	Liver	Hepatoblastoma
SRX1140813	LP-1	CVCL_0012	ACH-000204	Lymphoid	Plasma Cell Myeloma
SRX1140817	LP-1	CVCL_0012	ACH-000204	Lymphoid	Plasma Cell Myeloma
SRX11453856	Hep G2	CVCL_0027	ACH-000739	Liver	Hepatoblastoma
SRX11453859	Hep G2	CVCL_0027	ACH-000739	Liver	Hepatoblastoma
SRX11453862	Hep G2	CVCL_0027	ACH-000739	Liver	Hepatoblastoma
SRX11457846	RAMOS	CVCL_0597	ACH-001636	Lymphoid	Burkitt Lymphoma
SRX11457847	RAMOS	CVCL_0597	ACH-001636	Lymphoid	Burkitt Lymphoma
SRX11470435	SU-CCS-1	CVCL_B470	ACH-001667	Soft Tissue	Clear Cell Sarcoma
SRX11470465	SU-CCS-1	CVCL_B470	ACH-001667	Soft Tissue	Clear Cell Sarcoma
SRX11470490	SU-CCS-1	CVCL_B470	ACH-001667	Soft Tissue	Clear Cell Sarcoma
SRX11470495	SU-CCS-1	CVCL_B470	ACH-001667	Soft Tissue	Clear Cell Sarcoma
SRX11508294	G-401	CVCL_0270	ACH-000096	Kidney	Rhabdoid Cancer
SRX11508295	G-401	CVCL_0270	ACH-000096	Kidney	Rhabdoid Cancer
SRX11508296	G-401	CVCL_0270	ACH-000096	Kidney	Rhabdoid Cancer
SRX11508297	G-401	CVCL_0270	ACH-000096	Kidney	Rhabdoid Cancer
SRX11508298	G-401	CVCL_0270	ACH-000096	Kidney	Rhabdoid Cancer
SRX11508299	G-401	CVCL_0270	ACH-000096	Kidney	Rhabdoid Cancer
SRX11525507	SK-UT-1	CVCL_0533	ACH-000939	Uterus	Uterine Leiomyosarcoma
SRX11525508	SK-UT-1	CVCL_0533	ACH-000939	Uterus	Uterine Leiomyosarcoma
SRX11555386	DLD-1	CVCL_0248	ACH-001061	Bowel	Colon Adenocarcinoma
SRX11555387	DLD-1	CVCL_0248	ACH-001061	Bowel	Colon Adenocarcinoma
SRX11555388	DLD-1	CVCL_0248	ACH-001061	Bowel	Colon Adenocarcinoma
SRX11555389	DLD-1	CVCL_0248	ACH-001061	Bowel	Colon Adenocarcinoma
SRX1156499	MDA-MB-231	CVCL_0062	ACH-000768	Breast	Invasive Breast Carcinoma
SRX1156500	MDA-MB-231	CVCL_0062	ACH-000768	Breast	Invasive Breast Carcinoma
SRX1156501	MDA-MB-231	CVCL_0062	ACH-000768	Breast	Invasive Breast Carcinoma
SRX1156502	MDA-MB-231	CVCL_0062	ACH-000768	Breast	Invasive Breast Carcinoma
SRX1156503	MDA-MB-231	CVCL_0062	ACH-000768	Breast	Invasive Breast Carcinoma
SRX1156504	MDA-MB-231	CVCL_0062	ACH-000768	Breast	Invasive Breast Carcinoma
SRX11665053	BxPC-3	CVCL_0186	ACH-000535	Pancreas	Pancreatic Adenocarcinoma
SRX11665054	BxPC-3	CVCL_0186	ACH-000535	Pancreas	Pancreatic Adenocarcinoma
SRX11665057	Panc 03.27	CVCL_1635	ACH-000139	Pancreas	Pancreatic Adenocarcinoma
SRX11665058	Panc 03.27	CVCL_1635	ACH-000139	Pancreas	Pancreatic Adenocarcinoma
SRX11665062	SUIT-2	CVCL_3172	ACH-000652	Pancreas	Pancreatic Adenocarcinoma
SRX11665063	SUIT-2	CVCL_3172	ACH-000652	Pancreas	Pancreatic Adenocarcinoma
SRX11715532	RKO	CVCL_0504	ACH-000943	Bowel	Colon Adenocarcinoma
SRX11715539	RKO	CVCL_0504	ACH-000943	Bowel	Colon Adenocarcinoma
SRX11760884	UPCI-SCC-152	CVCL_C058	ACH-001228	Head and Neck	Oral Cavity Squamous Cell Carcinoma
SRX1177909	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX11783277	HT	CVCL_1290	ACH-000914	Lymphoid	Diffuse Large B-Cell Lymphoma, NOS
SRX11783278	HT	CVCL_1290	ACH-000914	Lymphoid	Diffuse Large B-Cell Lymphoma, NOS
SRX11783280	KARPAS-422	CVCL_1325	ACH-000315	Lymphoid	Diffuse Large B-Cell Lymphoma, NOS
SRX11783281	KARPAS-422	CVCL_1325	ACH-000315	Lymphoid	Diffuse Large B-Cell Lymphoma, NOS
SRX11783315	RL	CVCL_1660	ACH-000371	Lymphoid	Diffuse Large B-Cell Lymphoma, NOS
SRX11783316	RL	CVCL_1660	ACH-000371	Lymphoid	Diffuse Large B-Cell Lymphoma, NOS
SRX11783324	SU-DHL-4	CVCL_0539	ACH-000365	Lymphoid	Diffuse Large B-Cell Lymphoma, NOS
SRX11783325	SU-DHL-4	CVCL_0539	ACH-000365	Lymphoid	Diffuse Large B-Cell Lymphoma, NOS
SRX11783346	BJAB	CVCL_5711	ACH-001447	Lymphoid	Burkitt Lymphoma
SRX11783347	BJAB	CVCL_5711	ACH-001447	Lymphoid	Burkitt Lymphoma
SRX11783349	DB	CVCL_1168	ACH-000334	Lymphoid	Diffuse Large B-Cell Lymphoma, NOS
SRX11783350	DB	CVCL_1168	ACH-000334	Lymphoid	Diffuse Large B-Cell Lymphoma, NOS
SRX11807435	SK-OV-3	CVCL_0532	ACH-000811	Ovary/Fallopian Tube	Serous Ovarian Cancer
SRX11807436	SK-OV-3	CVCL_0532	ACH-000811	Ovary/Fallopian Tube	Serous Ovarian Cancer
SRX11807439	SK-OV-3	CVCL_0532	ACH-000811	Ovary/Fallopian Tube	Serous Ovarian Cancer
SRX11807440	SK-OV-3	CVCL_0532	ACH-000811	Ovary/Fallopian Tube	Serous Ovarian Cancer
SRX1183969	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX1183970	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX1183971	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX1183973	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX11865061	SU-DHL-4	CVCL_0539	ACH-000365	Lymphoid	Diffuse Large B-Cell Lymphoma, NOS
SRX11865062	SU-DHL-4	CVCL_0539	ACH-000365	Lymphoid	Diffuse Large B-Cell Lymphoma, NOS
SRX11926431	SH-SY5Y	CVCL_0019	ACH-001188	Peripheral Nervous System	Neuroblastoma
SRX11926432	SH-SY5Y	CVCL_0019	ACH-001188	Peripheral Nervous System	Neuroblastoma
SRX12007569	RH-30	CVCL_0041	ACH-000833	Soft Tissue	Alveolar Rhabdomyosarcoma
SRX12007570	RH-30	CVCL_0041	ACH-000833	Soft Tissue	Alveolar Rhabdomyosarcoma
SRX12007571	RH-30	CVCL_0041	ACH-000833	Soft Tissue	Alveolar Rhabdomyosarcoma
SRX12007572	RH-30	CVCL_0041	ACH-000833	Soft Tissue	Alveolar Rhabdomyosarcoma
SRX12007573	RH-30	CVCL_0041	ACH-000833	Soft Tissue	Alveolar Rhabdomyosarcoma
SRX12007574	RH-30	CVCL_0041	ACH-000833	Soft Tissue	Alveolar Rhabdomyosarcoma
SRX12007575	RH-30	CVCL_0041	ACH-000833	Soft Tissue	Alveolar Rhabdomyosarcoma
SRX12007576	RH-30	CVCL_0041	ACH-000833	Soft Tissue	Alveolar Rhabdomyosarcoma
SRX12172311	IMR-32	CVCL_0346	ACH-000310	Peripheral Nervous System	Neuroblastoma
SRX12172312	IMR-32	CVCL_0346	ACH-000310	Peripheral Nervous System	Neuroblastoma
SRX12298970	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+
SRX12298971	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+
SRX12298972	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+
SRX12298976	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+
SRX12298977	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+
SRX12298978	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+
SRX12367773	Hep G2	CVCL_0027	ACH-000739	Liver	Hepatoblastoma
SRX12367778	HuH-7	CVCL_0336	ACH-000480	Liver	Hepatocellular Carcinoma
SRX12367783	HuH-7	CVCL_0336	ACH-000480	Liver	Hepatocellular Carcinoma
SRX12367785	HuH-7	CVCL_0336	ACH-000480	Liver	Hepatocellular Carcinoma
SRX12367796	HuH-7	CVCL_0336	ACH-000480	Liver	Hepatocellular Carcinoma
SRX12403371	MB002	CVCL_VU79	ACH-001201	CNS/Brain	Medulloblastoma
SRX12403373	D425	CVCL_1275	ACH-001053	CNS/Brain	Medulloblastoma
SRX12403377	UW228	CVCL_8585	ACH-001232	CNS/Brain	Medulloblastoma
SRX12575499	HuH-7	CVCL_0336	ACH-000480	Liver	Hepatocellular Carcinoma
SRX12575507	HuH-7	CVCL_0336	ACH-000480	Liver	Hepatocellular Carcinoma
SRX12578555	HT115	CVCL_2520	ACH-000986	Bowel	Colon Adenocarcinoma
SRX12578556	HT115	CVCL_2520	ACH-000986	Bowel	Colon Adenocarcinoma
SRX12578557	HT115	CVCL_2520	ACH-000986	Bowel	Colon Adenocarcinoma
SRX12578558	HT115	CVCL_2520	ACH-000986	Bowel	Colon Adenocarcinoma
SRX12578559	HT115	CVCL_2520	ACH-000986	Bowel	Colon Adenocarcinoma
SRX12578560	HT115	CVCL_2520	ACH-000986	Bowel	Colon Adenocarcinoma
SRX12578561	HT115	CVCL_2520	ACH-000986	Bowel	Colon Adenocarcinoma
SRX12578562	HT115	CVCL_2520	ACH-000986	Bowel	Colon Adenocarcinoma
SRX12578563	HT115	CVCL_2520	ACH-000986	Bowel	Colon Adenocarcinoma
SRX12578564	HT115	CVCL_2520	ACH-000986	Bowel	Colon Adenocarcinoma
SRX12591880	MDA-MB-231	CVCL_0062	ACH-000768	Breast	Invasive Breast Carcinoma
SRX12591881	MDA-MB-231	CVCL_0062	ACH-000768	Breast	Invasive Breast Carcinoma
SRX12591882	MDA-MB-231	CVCL_0062	ACH-000768	Breast	Invasive Breast Carcinoma
SRX12591883	MDA-MB-231	CVCL_0062	ACH-000768	Breast	Invasive Breast Carcinoma
SRX12591884	MDA-MB-231	CVCL_0062	ACH-000768	Breast	Invasive Breast Carcinoma
SRX12645694	SK-OV-3	CVCL_0532	ACH-000811	Ovary/Fallopian Tube	Serous Ovarian Cancer
SRX12645695	SK-OV-3	CVCL_0532	ACH-000811	Ovary/Fallopian Tube	Serous Ovarian Cancer
SRX12645698	SK-OV-3	CVCL_0532	ACH-000811	Ovary/Fallopian Tube	Serous Ovarian Cancer
SRX12645699	SK-OV-3	CVCL_0532	ACH-000811	Ovary/Fallopian Tube	Serous Ovarian Cancer
SRX12645703	SK-OV-3	CVCL_0532	ACH-000811	Ovary/Fallopian Tube	Serous Ovarian Cancer
SRX12645706	SK-OV-3	CVCL_0532	ACH-000811	Ovary/Fallopian Tube	Serous Ovarian Cancer
SRX12645707	SK-OV-3	CVCL_0532	ACH-000811	Ovary/Fallopian Tube	Serous Ovarian Cancer
SRX12684445	MOLM-13	CVCL_2119	ACH-000362	Myeloid	Acute Myeloid Leukemia
SRX12684449	MOLM-13	CVCL_2119	ACH-000362	Myeloid	Acute Myeloid Leukemia
SRX12684453	MOLM-13	CVCL_2119	ACH-000362	Myeloid	Acute Myeloid Leukemia
SRX12684456	MOLM-13	CVCL_2119	ACH-000362	Myeloid	Acute Myeloid Leukemia
SRX12684458	MOLM-13	CVCL_2119	ACH-000362	Myeloid	Acute Myeloid Leukemia
SRX12695685	A549	CVCL_0023	ACH-000681	Lung	Lung Adenocarcinoma
SRX12695686	A549	CVCL_0023	ACH-000681	Lung	Lung Adenocarcinoma
SRX12695687	A549	CVCL_0023	ACH-000681	Lung	Lung Adenocarcinoma
SRX12695688	A549	CVCL_0023	ACH-000681	Lung	Lung Adenocarcinoma
SRX1272780	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX1272784	HT-29	CVCL_0320	ACH-000552	Bowel	Colon Adenocarcinoma
SRX1272792	HCT-15	CVCL_0292	ACH-000997	Bowel	Colon Adenocarcinoma
SRX1272796	SW 480	CVCL_0546	ACH-000842	Bowel	Colon Adenocarcinoma
SRX1272800	COLO 320	CVCL_1989	ACH-000202	Bowel	Colon Adenocarcinoma
SRX1272804	LS-180	CVCL_0397	ACH-000957	Bowel	Colon Adenocarcinoma
SRX1272807	COLO 741	CVCL_1133	ACH-000582	Skin	Melanoma
SRX12764561	AGS	CVCL_0139	ACH-000880	Esophagus/Stomach	Stomach Adenocarcinoma
SRX12764563	FU97	CVCL_2908	ACH-000633	Esophagus/Stomach	Diffuse Type Stomach Adenocarcinoma
SRX12764564	HGC-27	CVCL_1279	ACH-000847	Esophagus/Stomach	Stomach Adenocarcinoma
SRX12764565	Hs 746.T	CVCL_0333	ACH-000616	Esophagus/Stomach	Stomach Adenocarcinoma
SRX12764568	IM-95	CVCL_2961	ACH-000919	Esophagus/Stomach	Stomach Adenocarcinoma
SRX12764571	KATO III	CVCL_0371	ACH-000793	Esophagus/Stomach	Signet Ring Cell Carcinoma of the Stomach
SRX12764576	MKN-1	CVCL_1415	ACH-000351	Esophagus/Stomach	Adenosquamous Carcinoma of the Stomach
SRX12764577	MKN-7	CVCL_1417	ACH-000678	Esophagus/Stomach	Tubular Stomach Adenocarcinoma
SRX12764580	OCUM-1	CVCL_3084	ACH-000247	Esophagus/Stomach	Diffuse Type Stomach Adenocarcinoma
SRX12764581	RERF-GC-1B	CVCL_3152	ACH-000144	Esophagus/Stomach	Stomach Adenocarcinoma
SRX12764582	SNU-16	CVCL_0076	ACH-000581	Esophagus/Stomach	Stomach Adenocarcinoma
SRX12764583	SNU-1750	CVCL_8914	ACH-002544	Esophagus/Stomach	Tubular Stomach Adenocarcinoma
SRX12764619	SNU-719	CVCL_5086	ACH-000898	Esophagus/Stomach	Tubular Stomach Adenocarcinoma
SRX12764695	SNU-1750	CVCL_8914	ACH-002544	Esophagus/Stomach	Tubular Stomach Adenocarcinoma
SRX12764696	SNU-1750	CVCL_8914	ACH-002544	Esophagus/Stomach	Tubular Stomach Adenocarcinoma
SRX12764697	SNU-1750	CVCL_8914	ACH-002544	Esophagus/Stomach	Tubular Stomach Adenocarcinoma
SRX12764698	SNU-1750	CVCL_8914	ACH-002544	Esophagus/Stomach	Tubular Stomach Adenocarcinoma
SRX12764699	SNU-1750	CVCL_8914	ACH-002544	Esophagus/Stomach	Tubular Stomach Adenocarcinoma
SRX12764700	SNU-1750	CVCL_8914	ACH-002544	Esophagus/Stomach	Tubular Stomach Adenocarcinoma
SRX12779902	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX12779906	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX12779907	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX12779910	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX12779911	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX12779917	COR-L311	CVCL_2412	ACH-000187	Lung	Small Cell Lung Cancer
SRX12779925	NCI-H1048	CVCL_1453	ACH-000866	Lung	Small Cell Lung Cancer
SRX12779931	NCI-H211	CVCL_1529	ACH-000639	Lung	Small Cell Lung Cancer
SRX12779941	NCI-H526	CVCL_1569	ACH-000767	Lung	Small Cell Lung Cancer
SRX12877681	KOPN-8	CVCL_1866	ACH-001106	Lymphoid	B-Lymphoblastic Leukemia/Lymphoma with t(v;11q23.3);KMT2A Rearranged
SRX12877683	MUTZ-5	CVCL_1873	ACH-000492	Lymphoid	B-Lymphoblastic Leukemia/Lymphoma, BCR-ABL1 Like
SRX12877684	NALM-6	CVCL_0092	ACH-000938	Lymphoid	B-Lymphoblastic Leukemia/Lymphoma
SRX12877687	REH	CVCL_1650	ACH-000960	Lymphoid	B-Lymphoblastic Leukemia/Lymphoma with t(12;21)(p13.2;q22.1); ETV6-RUNX1
SRX12877688	REH	CVCL_1650	ACH-000960	Lymphoid	B-Lymphoblastic Leukemia/Lymphoma with t(12;21)(p13.2;q22.1); ETV6-RUNX1
SRX12877689	REH	CVCL_1650	ACH-000960	Lymphoid	B-Lymphoblastic Leukemia/Lymphoma with t(12;21)(p13.2;q22.1); ETV6-RUNX1
SRX12877690	REH	CVCL_1650	ACH-000960	Lymphoid	B-Lymphoblastic Leukemia/Lymphoma with t(12;21)(p13.2;q22.1); ETV6-RUNX1
SRX12877691	REH	CVCL_1650	ACH-000960	Lymphoid	B-Lymphoblastic Leukemia/Lymphoma with t(12;21)(p13.2;q22.1); ETV6-RUNX1
SRX12877692	REH	CVCL_1650	ACH-000960	Lymphoid	B-Lymphoblastic Leukemia/Lymphoma with t(12;21)(p13.2;q22.1); ETV6-RUNX1
SRX12877693	REH	CVCL_1650	ACH-000960	Lymphoid	B-Lymphoblastic Leukemia/Lymphoma with t(12;21)(p13.2;q22.1); ETV6-RUNX1
SRX12877694	RS 411	CVCL_0093	ACH-000874	Lymphoid	B-Lymphoblastic Leukemia/Lymphoma with t(v;11q23.3);KMT2A Rearranged
SRX12877695	SEM	CVCL_0095	ACH-000782	Lymphoid	B-Lymphoblastic Leukemia/Lymphoma with t(v;11q23.3);KMT2A Rearranged
SRX12877697	SU-DHL-4	CVCL_0539	ACH-000365	Lymphoid	Diffuse Large B-Cell Lymphoma, NOS
SRX12877700	SUP-B15	CVCL_0103	ACH-000059	Lymphoid	B-Lymphoblastic Leukemia/Lymphoma with t(9;22)(q34.1;q11.2);BCR-ABL1
SRX129073	U-87 MG	CVCL_0022	ACH-000075	CNS/Brain	Glioblastoma
SRX129075	NCI-H2171	CVCL_1536	ACH-000525	Lung	Small Cell Lung Cancer
SRX13064304	OPM-2	CVCL_1625	ACH-000024	Lymphoid	Plasma Cell Myeloma
SRX13085564	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX13171765	GI-ME-N	CVCL_1232	ACH-001344	Peripheral Nervous System	Neuroblastoma
SRX13171779	KELLY	CVCL_2092	ACH-000259	Peripheral Nervous System	Neuroblastoma
SRX13171807	SK-N-FI	CVCL_1702	ACH-000341	Peripheral Nervous System	Neuroblastoma
SRX13171814	SK-N-DZ	CVCL_1701	ACH-000366	Peripheral Nervous System	Neuroblastoma
SRX13310319	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
