srx	gsm	name	cell_group	cell_line	cell_type	antibody
SRX4277970	GSM3208912	H3K27ac (@ Lymphoma, Mantle-Cell)	Blood			H3K27AC (Abcam ab4729)
SRX4277972	GSM3208914	H3K27ac (@ Lymphoma, Mantle-Cell)	Blood			H3K27AC (Abcam ab4729)
SRX4277974	GSM3208916	H3K27ac (@ Lymphoma, Mantle-Cell)	Blood			H3K27AC (Abcam ab4729)
SRX4277976	GSM3208918	H3K27ac (@ Lymphoma, Mantle-Cell)	Blood			H3K27AC (Abcam ab4729)
SRX4277994	GSM3208936	H3K27ac (@ Lymphoma, B-Cell)	Blood			H3K27AC (Abcam ab4729)
SRX4277996	GSM3208938	H3K27ac (@ Lymphoma, B-Cell)	Blood			H3K27AC (Abcam ab4729)
SRX4277998	GSM3208940	H3K27ac (@ Lymphoma, B-Cell)	Blood			H3K27AC (Abcam ab4729)
SRX4496677	GSM3316846	H3K27ac (@ Acute myeloid leukemia)	Blood			
SRX4496678	GSM3316847	H3K27ac (@ Acute myeloid leukemia)	Blood			
SRX4496679	GSM3316848	H3K27ac (@ Acute myeloid leukemia)	Blood			
SRX4496680	GSM3316849	H3K27ac (@ Acute myeloid leukemia)	Blood			
SRX4496681	GSM3316850	H3K27ac (@ Acute myeloid leukemia)	Blood			
SRX4496682	GSM3316851	H3K27ac (@ Acute myeloid leukemia)	Blood			
SRX4496683	GSM3316852	H3K27ac (@ Acute myeloid leukemia)	Blood			
SRX4496684	GSM3316853	H3K27ac (@ Acute myeloid leukemia)	Blood			
SRX4496685	GSM3316854	H3K27ac (@ Acute myeloid leukemia)	Blood			
SRX4496686	GSM3316855	H3K27ac (@ Acute myeloid leukemia)	Blood			
SRX4496687	GSM3316856	H3K27ac (@ Acute myeloid leukemia)	Blood			
SRX4496688	GSM3316857	H3K27ac (@ Acute myeloid leukemia)	Blood			
SRX4496689	GSM3316858	H3K27ac (@ Acute myeloid leukemia)	Blood			
SRX4496690	GSM3316859	H3K27ac (@ Acute myeloid leukemia)	Blood			
SRX4496691	GSM3316860	H3K27ac (@ Acute myeloid leukemia)	Blood			
SRX4496692	GSM3316861	H3K27ac (@ Acute myeloid leukemia)	Blood			
SRX4496693	GSM3316862	H3K27ac (@ Acute myeloid leukemia)	Blood			
SRX4496694	GSM3316863	H3K27ac (@ Acute myeloid leukemia)	Blood			
SRX4496695	GSM3316864	H3K27ac (@ Acute myeloid leukemia)	Blood			
SRX4496696	GSM3316865	H3K27ac (@ Acute myeloid leukemia)	Blood			
SRX4496697	GSM3316866	H3K27ac (@ Acute myeloid leukemia)	Blood			
SRX4496698	GSM3316867	H3K27ac (@ Acute myeloid leukemia)	Blood			
SRX4496699	GSM3316868	H3K27ac (@ Acute myeloid leukemia)	Blood			
SRX4496700	GSM3316869	H3K27ac (@ Acute myeloid leukemia)	Blood			
SRX4496701	GSM3316870	H3K27ac (@ Acute myeloid leukemia)	Blood			
SRX4496702	GSM3316871	H3K27ac (@ Acute myeloid leukemia)	Blood			
SRX4496703	GSM3316872	H3K27ac (@ Acute myeloid leukemia)	Blood			
SRX4496704	GSM3316873	H3K27ac (@ Acute myeloid leukemia)	Blood			
SRX4496705	GSM3316874	H3K27ac (@ Acute myeloid leukemia)	Blood			
SRX4496706	GSM3316875	H3K27ac (@ Acute myeloid leukemia)	Blood			
SRX4496707	GSM3316876	H3K27ac (@ Acute myeloid leukemia)	Blood			
SRX4496708	GSM3316877	H3K27ac (@ Acute myeloid leukemia)	Blood			
SRX4496709	GSM3316878	H3K27ac (@ Acute myeloid leukemia)	Blood			
SRX4496710	GSM3316879	H3K27ac (@ Acute myeloid leukemia)	Blood			
SRX4496711	GSM3316880	H3K27ac (@ Acute myeloid leukemia)	Blood			
SRX4496712	GSM3316881	H3K27ac (@ Acute myeloid leukemia)	Blood			
SRX4614416	GSM3357687	H3K27ac (@ DLBCL)	Blood			H3K27ac (Active Motif, 39133, lot 31814008)
SRX4614417	GSM3357688	H3K27ac (@ DLBCL)	Blood			H3K27ac (Active Motif, 39133, lot 31814008)
SRX4614418	GSM3357689	H3K27ac (@ DLBCL)	Blood			H3K27ac (Active Motif, 39133, lot 31814008)
SRX4614419	GSM3357690	H3K27ac (@ DLBCL)	Blood			H3K27ac (Active Motif, 39133, lot 31814008)
SRX475744	GSM1333956	H3K27ac (@ GM12878)	Blood			
SRX475761	GSM1333973	H3K27ac (@ GM12878)	Blood			
SRX475762	GSM1333974	H3K27ac (@ GM12878)	Blood			
SRX475763	GSM1333975	H3K27ac (@ GM12878)	Blood			
SRX475764	GSM1333976	H3K27ac (@ GM12878)	Blood			
SRX475765	GSM1333977	H3K27ac (@ GM12878)	Blood			
SRX475766	GSM1333978	H3K27ac (@ GM12878)	Blood			
SRX475767	GSM1333979	H3K27ac (@ GM12878)	Blood			
SRX475768	GSM1333980	H3K27ac (@ GM12878)	Blood			
SRX4901064	GSM3436242	H3K27ac (@ THP-1)	Blood			H3K27Ac (Abcam, Catalog 4729)
SRX5162018	GSM3520035	H3K27ac (@ Monocytes-CD14+)	Blood			H3K27ac (AB4729, Abcam)
SRX5162019	GSM3520036	H3K27ac (@ Monocytes-CD14+)	Blood			H3K27ac (AB4729, Abcam)
SRX5162020	GSM3520037	H3K27ac (@ Monocytes-CD14+)	Blood			H3K27ac (AB4729, Abcam)
SRX5162021	GSM3520038	H3K27ac (@ Monocytes-CD14+)	Blood			H3K27ac (AB4729, Abcam)
SRX5162022	GSM3520039	H3K27ac (@ Monocytes-CD14+)	Blood			H3K27ac (AB4729, Abcam)
SRX5162023	GSM3520040	H3K27ac (@ Monocytes-CD14+)	Blood			H3K27ac (AB4729, Abcam)
SRX5162024	GSM3520041	H3K27ac (@ Monocytes-CD14+)	Blood			H3K27ac (AB4729, Abcam)
SRX5162025	GSM3520042	H3K27ac (@ Monocytes-CD14+)	Blood			H3K27ac (AB4729, Abcam)
SRX5162026	GSM3520043	H3K27ac (@ Monocytes-CD14+)	Blood			H3K27ac (AB4729, Abcam)
SRX5162027	GSM3520044	H3K27ac (@ Monocytes-CD14+)	Blood			H3K27ac (AB4729, Abcam)
SRX5162028	GSM3520045	H3K27ac (@ Monocytes-CD14+)	Blood			H3K27ac (AB4729, Abcam)
SRX5162029	GSM3520046	H3K27ac (@ Monocytes-CD14+)	Blood			H3K27ac (AB4729, Abcam)
SRX5162030	GSM3520047	H3K27ac (@ Monocytes-CD14+)	Blood			H3K27ac (AB4729, Abcam)
SRX5162031	GSM3520048	H3K27ac (@ Monocytes-CD14+)	Blood			H3K27ac (AB4729, Abcam)
SRX5162032	GSM3520049	H3K27ac (@ Monocytes-CD14+)	Blood			H3K27ac (AB4729, Abcam)
SRX5162033	GSM3520050	H3K27ac (@ Monocytes-CD14+)	Blood			H3K27ac (AB4729, Abcam)
SRX5162034	GSM3520051	H3K27ac (@ Monocytes-CD14+)	Blood			H3K27ac (AB4729, Abcam)
SRX5162035	GSM3520052	H3K27ac (@ Monocytes-CD14+)	Blood			H3K27ac (AB4729, Abcam)
SRX5162036	GSM3520053	H3K27ac (@ Monocytes-CD14+)	Blood			H3K27ac (AB4729, Abcam)
SRX5162037	GSM3520054	H3K27ac (@ Monocytes-CD14+)	Blood			H3K27ac (AB4729, Abcam)
SRX5162038	GSM3520055	H3K27ac (@ Monocytes-CD14+)	Blood			H3K27ac (AB4729, Abcam)
SRX5162039	GSM3520056	H3K27ac (@ Monocytes-CD14+)	Blood			H3K27ac (AB4729, Abcam)
SRX5162040	GSM3520057	H3K27ac (@ Monocytes-CD14+)	Blood			H3K27ac (AB4729, Abcam)
SRX5162041	GSM3520058	H3K27ac (@ Monocytes-CD14+)	Blood			H3K27ac (AB4729, Abcam)
SRX5162042	GSM3520059	H3K27ac (@ Monocytes-CD14+)	Blood			H3K27ac (AB4729, Abcam)
SRX5162043	GSM3520060	H3K27ac (@ Monocytes-CD14+)	Blood			H3K27ac (AB4729, Abcam)
SRX5307503	GSM3583622	H3K27ac (@ P493-6)	Blood			
SRX5307504	GSM3583623	H3K27ac (@ P493-6)	Blood			
SRX5307505	GSM3583624	H3K27ac (@ P493-6)	Blood			
SRX5391692	GSM3612221	H3K27ac (@ Neutrophils)	Blood			RRID: AB_2118291; Catalog: ab4729; Lot: GR299391-2
SRX5391693	GSM3612222	H3K27ac (@ Neutrophils)	Blood			RRID: AB_2118291; Catalog: ab4729; Lot: GR299391-2
SRX5771928	GSM3741653	H3K27ac (@ OCI-LY1)	Blood			
SRX5771929	GSM3741654	H3K27ac (@ OCI-LY1)	Blood			
SRX5771930	GSM3741655	H3K27ac (@ OCI-LY1)	Blood			
SRX5771931	GSM3741656	H3K27ac (@ OCI-LY1)	Blood			
SRX5944537	GSM3840021	H3K27ac (@ Mycosis Fungoides)	Blood			H3K27ac (Abcam ab4729)
SRX5944539	GSM3840023	H3K27ac (@ Mycosis Fungoides)	Blood			H3K27ac (Abcam ab4729)
SRX5944542	GSM3840026	H3K27ac (@ Mycosis Fungoides)	Blood			H3K27ac (Abcam ab4729)
SRX5944544	GSM3840028	H3K27ac (@ Mycosis Fungoides)	Blood			H3K27ac (Abcam ab4729)
SRX5944550	GSM3840034	H3K27ac (@ CD4+)	Blood			H3K27ac (Abcam ab4729)
SRX5944553	GSM3840037	H3K27ac (@ CD4+)	Blood			H3K27ac (Abcam ab4729)
SRX5944556	GSM3840040	H3K27ac (@ Mycosis Fungoides)	Blood			H3K27ac (Abcam ab4729)
SRX5944560	GSM3840044	H3K27ac (@ Peripheral blood)	Blood			H3K27ac (Abcam ab4729)
SRX5944562	GSM3840046	H3K27ac (@ Peripheral blood)	Blood			H3K27ac (Abcam ab4729)
SRX5944566	GSM3840050	H3K27ac (@ Mycosis Fungoides)	Blood			H3K27ac (Abcam ab4729)
SRX5944569	GSM3840053	H3K27ac (@ Mycosis Fungoides)	Blood			H3K27ac (Abcam ab4729)
SRX5944571	GSM3840055	H3K27ac (@ Mycosis Fungoides)	Blood			H3K27ac (Abcam ab4729)
SRX5944573	GSM3840057	H3K27ac (@ Mycosis Fungoides)	Blood			H3K27ac (Abcam ab4729)
SRX5944575	GSM3840059	H3K27ac (@ CD4+)	Blood			H3K27ac (Abcam ab4729)
SRX5944579	GSM3840063	H3K27ac (@ Mycosis Fungoides)	Blood			H3K27ac (Abcam ab4729)
SRX5944583	GSM3840067	H3K27ac (@ CD4+)	Blood			H3K27ac (Abcam ab4729)
SRX5944584	GSM3840068	H3K27ac (@ CD4+)	Blood			H3K27ac (Abcam ab4729)
SRX5944588	GSM3840072	H3K27ac (@ CD4+)	Blood			H3K27ac (Abcam ab4729)
SRX5944589	GSM3840073	H3K27ac (@ CD4+)	Blood			H3K27ac (Abcam ab4729)
SRX5944593	GSM3840077	H3K27ac (@ CD4+)	Blood			H3K27ac (Abcam ab4729)
SRX5944594	GSM3840078	H3K27ac (@ CD4+)	Blood			H3K27ac (Abcam ab4729)
SRX6704386	GSM4027066	H3K27ac (@ BC-1)	Blood			H3K27ac (Abcam #ab4729)
SRX6704388	GSM4027068	H3K27ac (@ BCBL1)	Blood			H3K27ac (Abcam #ab4729)
SRX6704394	GSM4027074	H3K27ac (@ BC-3)	Blood			H3K27ac (Abcam #ab4729)
SRX6746467	GSM4040979	H3K27ac (@ CD4+ T cells)	Blood			
SRX6746468	GSM4040980	H3K27ac (@ CD4+ T cells)	Blood			
SRX6746469	GSM4040981	H3K27ac (@ CD4+ T cells)	Blood			
SRX6746470	GSM4040982	H3K27ac (@ CD4+ T cells)	Blood			
SRX6746471	GSM4040983	H3K27ac (@ CD4+ T cells)	Blood			
SRX6746472	GSM4040984	H3K27ac (@ CD4+ T cells)	Blood			
SRX6746473	GSM4040985	H3K27ac (@ CD4+ T cells)	Blood			
SRX6746474	GSM4040986	H3K27ac (@ CD4+ T cells)	Blood			
SRX6746475	GSM4040987	H3K27ac (@ CD4+ T cells)	Blood			
SRX6746476	GSM4040988	H3K27ac (@ CD4+ T cells)	Blood			
SRX6746477	GSM4040989	H3K27ac (@ CD4+ T cells)	Blood			
SRX6746478	GSM4040990	H3K27ac (@ CD4+ T cells)	Blood			
SRX6864851	GSM4083594	H3K27ac (@ Thymus)	Blood			
SRX6864853	GSM4083596	H3K27ac (@ Thymus)	Blood			
SRX6864854	GSM4083597	H3K27ac (@ Thymus)	Blood			
SRX6864857	GSM4083600	H3K27ac (@ Thymus)	Blood			
SRX7089326	GSM4146541	H3K27ac (@ Peyers Patches)	Blood			
SRX7089327	GSM4146542	H3K27ac (@ Peyers Patches)	Blood			
SRX722329	GSM1519132	H3K27ac (@ RAMOS)	Blood			Anti-Histone H3 (acetyl K27) antibody
SRX7509597	GSM4250665	H3K27ac (@ Peyers Patches)	Blood			
SRX7509598	GSM4250666	H3K27ac (@ Peyers Patches)	Blood			
SRX7713633	GSM4307816	H3K27ac (@ THP-1)	Blood			anti-H3K27ac (Abcam, ab4729)
SRX7713634	GSM4307817	H3K27ac (@ THP-1)	Blood			anti-H3K27ac (Abcam, ab4729)
SRX7713635	GSM4307818	H3K27ac (@ THP-1)	Blood			anti-H3K27ac (Abcam, ab4729)
SRX7713636	GSM4307819	H3K27ac (@ THP-1)	Blood			anti-H3K27ac (Abcam, ab4729)
SRX7795811	GSM4337334	H3K27ac (@ B-cell (CD19+))	Blood			
SRX7795812	GSM4337335	H3K27ac (@ B-cell (CD19+))	Blood			
SRX7795813	GSM4337336	H3K27ac (@ B-cell (CD19+))	Blood			
SRX7795814	GSM4337337	H3K27ac (@ B-cell (CD19+))	Blood			
SRX7795815	GSM4337338	H3K27ac (@ B-cell (CD19+))	Blood			
SRX7795816	GSM4337339	H3K27ac (@ B-cell (CD19+))	Blood			
SRX7795817	GSM4337340	H3K27ac (@ B-cell (CD19+))	Blood			
SRX7795818	GSM4337341	H3K27ac (@ B-cell (CD19+))	Blood			
SRX7795827	GSM4337342	H3K27ac (@ B-cell (CD19+))	Blood			
SRX7795828	GSM4337343	H3K27ac (@ B-cell (CD19+))	Blood			
SRX7795829	GSM4337344	H3K27ac (@ B-cell (CD19+))	Blood			
SRX7795830	GSM4337345	H3K27ac (@ B-cell (CD19+))	Blood			
SRX7795831	GSM4337346	H3K27ac (@ B-cell (CD19+))	Blood			
SRX7795832	GSM4337347	H3K27ac (@ B-cell (CD19+))	Blood			
SRX7795833	GSM4337348	H3K27ac (@ B-cell (CD19+))	Blood			
SRX7795834	GSM4337349	H3K27ac (@ B-cell (CD19+))	Blood			
SRX7795843	GSM4337350	H3K27ac (@ B-cell (CD19+))	Blood			
SRX7795844	GSM4337351	H3K27ac (@ B-cell (CD19+))	Blood			
SRX7795845	GSM4337352	H3K27ac (@ B-cell (CD19+))	Blood			
SRX7795846	GSM4337353	H3K27ac (@ B-cell (CD19+))	Blood			
SRX7795847	GSM4337354	H3K27ac (@ B-cell (CD19+))	Blood			
SRX7795962	GSM4337313	H3K27ac (@ B-cell (CD19+))	Blood			
SRX7795963	GSM4337314	H3K27ac (@ B-cell (CD19+))	Blood			
SRX7795964	GSM4337315	H3K27ac (@ B-cell (CD19+))	Blood			
SRX7795965	GSM4337316	H3K27ac (@ B-cell (CD19+))	Blood			
SRX7795966	GSM4337317	H3K27ac (@ B-cell (CD19+))	Blood			
SRX7795975	GSM4337318	H3K27ac (@ B-cell (CD19+))	Blood			
SRX7795976	GSM4337319	H3K27ac (@ B-cell (CD19+))	Blood			
SRX7795977	GSM4337320	H3K27ac (@ B-cell (CD19+))	Blood			
SRX7795978	GSM4337321	H3K27ac (@ B-cell (CD19+))	Blood			
SRX7795979	GSM4337322	H3K27ac (@ B-cell (CD19+))	Blood			
SRX7795980	GSM4337323	H3K27ac (@ B-cell (CD19+))	Blood			
SRX7795981	GSM4337324	H3K27ac (@ B-cell (CD19+))	Blood			
SRX7795982	GSM4337325	H3K27ac (@ B-cell (CD19+))	Blood			
SRX7795991	GSM4337326	H3K27ac (@ B-cell (CD19+))	Blood			
SRX7795992	GSM4337327	H3K27ac (@ B-cell (CD19+))	Blood			
SRX7795993	GSM4337328	H3K27ac (@ B-cell (CD19+))	Blood			
SRX7795994	GSM4337329	H3K27ac (@ B-cell (CD19+))	Blood			
SRX7795995	GSM4337330	H3K27ac (@ B-cell (CD19+))	Blood			
SRX7795996	GSM4337331	H3K27ac (@ B-cell (CD19+))	Blood			
SRX7795997	GSM4337332	H3K27ac (@ B-cell (CD19+))	Blood			
SRX7795998	GSM4337333	H3K27ac (@ B-cell (CD19+))	Blood			
SRX7807564	GSM4349495	H3K27ac (@ GM12878)	Blood			
SRX7807566	GSM4349497	H3K27ac (@ GM12878)	Blood			
SRX8167514		H3K27ac (@ CD4 CD8 double positive cells)	Blood			
SRX8167515		H3K27ac (@ CD4 CD8 double positive cells)	Blood			
SRX8383367	GSM4566038	H3K27ac (@ Thymus)	Blood			H3K27ac (Diagenode, C15410174)
SRX8383368	GSM4566039	H3K27ac (@ Thymus)	Blood			H3K27ac (Diagenode, C15410174)
SRX8383369	GSM4566040	H3K27ac (@ Thymus)	Blood			H3K27ac (Diagenode, C15410174)
SRX8383370	GSM4566041	H3K27ac (@ Thymus)	Blood			H3K27ac (Diagenode, C15410174)
SRX8383371	GSM4566042	H3K27ac (@ Thymus)	Blood			H3K27ac (Diagenode, C15410174)
SRX8383372	GSM4566043	H3K27ac (@ Thymus)	Blood			H3K27ac (Diagenode, C15410174)
SRX8383373	GSM4566044	H3K27ac (@ Thymus)	Blood			H3K27ac (Diagenode, C15410174)
SRX8383374	GSM4566045	H3K27ac (@ Thymus)	Blood			H3K27ac (Diagenode, C15410174)
SRX8383375	GSM4566046	H3K27ac (@ Thymus)	Blood			H3K27ac (Diagenode, C15410174)
SRX8383376	GSM4566047	H3K27ac (@ Thymus)	Blood			H3K27ac (Diagenode, C15410174)
SRX8383377	GSM4566048	H3K27ac (@ CD34+)	Blood			H3K27ac (Diagenode, C15410174)
SRX8383378	GSM4566049	H3K27ac (@ Thymus)	Blood			H3K27ac (Diagenode, C15410174)
SRX8383379	GSM4566050	H3K27ac (@ Thymus)	Blood			H3K27ac (Diagenode, C15410174)
SRX8383380	GSM4566051	H3K27ac (@ Thymus)	Blood			H3K27ac (Diagenode, C15410174)
SRX8383381	GSM4566052	H3K27ac (@ Thymus)	Blood			H3K27ac (Diagenode, C15410174)
SRX8383382	GSM4566053	H3K27ac (@ Thymus)	Blood			H3K27ac (Diagenode, C15410174)
SRX8383383	GSM4566054	H3K27ac (@ Thymus)	Blood			H3K27ac (Diagenode, C15410174)
SRX8383384	GSM4566055	H3K27ac (@ Thymus)	Blood			H3K27ac (Diagenode, C15410174)
SRX8383385	GSM4566056	H3K27ac (@ Thymus)	Blood			H3K27ac (Diagenode, C15410174)
SRX8383386	GSM4566057	H3K27ac (@ Thymus)	Blood			H3K27ac (Diagenode, C15410174)
SRX8383387	GSM4566058	H3K27ac (@ Thymus)	Blood			H3K27ac (Diagenode, C15410174)
SRX8383388	GSM4566059	H3K27ac (@ CD34+)	Blood			H3K27ac (Diagenode, C15410174)
SRX8453151	GSM4586725	H3K27ac (@ Lymph Nodes)	Blood			
SRX8453153	GSM4586727	H3K27ac (@ Lymph Nodes)	Blood			
SRX8977284	GSM4733610	H3K27ac (@ B-ALL)	Blood			
SRX8977290	GSM4733616	H3K27ac (@ B-ALL)	Blood			
SRX8977296	GSM4733622	H3K27ac (@ B-ALL)	Blood			
SRX8977302	GSM4733628	H3K27ac (@ B-ALL)	Blood			
SRX8977308	GSM4733634	H3K27ac (@ B-ALL)	Blood			
SRX8977314	GSM4733640	H3K27ac (@ B-ALL)	Blood			
SRX8977320	GSM4733646	H3K27ac (@ B-ALL)	Blood			
SRX8977326	GSM4733652	H3K27ac (@ B-ALL)	Blood			
SRX8977330	GSM4733752	H3K27ac (@ B-ALL)	Blood			
SRX8977334	GSM4733756	H3K27ac (@ B-ALL)	Blood			
SRX8977338	GSM4733760	H3K27ac (@ B-ALL)	Blood			
SRX8977342	GSM4733764	H3K27ac (@ B-ALL)	Blood			
SRX8977345	GSM4733767	H3K27ac (@ B-ALL)	Blood			
SRX8977348	GSM4733770	H3K27ac (@ B-ALL)	Blood			
SRX8977353	GSM4733580	H3K27ac (@ B-ALL)	Blood			
SRX8977359	GSM4733682	H3K27ac (@ B-ALL)	Blood			
SRX8977365	GSM4733688	H3K27ac (@ B-ALL)	Blood			
SRX8977368	GSM4733691	H3K27ac (@ B-ALL)	Blood			
SRX8977371	GSM4733694	H3K27ac (@ B-ALL)	Blood			
SRX8977374	GSM4733697	H3K27ac (@ B-ALL)	Blood			
SRX8977377	GSM4733700	H3K27ac (@ B-ALL)	Blood			
SRX8977379	GSM4733774	H3K27ac (@ B-ALL)	Blood			
SRX8977383	GSM4733778	H3K27ac (@ B-ALL)	Blood			
SRX8977387	GSM4733782	H3K27ac (@ B-ALL)	Blood			
SRX8977391	GSM4733786	H3K27ac (@ B-ALL)	Blood			
SRX8977394	GSM4733789	H3K27ac (@ B-ALL)	Blood			
SRX8977397	GSM4733792	H3K27ac (@ B-ALL)	Blood			
SRX8977401	GSM4733796	H3K27ac (@ B-ALL)	Blood			
SRX8977404	GSM4733727	H3K27ac (@ B-ALL)	Blood			
SRX8977408	GSM4733731	H3K27ac (@ B-ALL)	Blood			
SRX8977410	GSM4733733	H3K27ac (@ B-ALL)	Blood			
SRX8977411	GSM4733734	H3K27ac (@ B-ALL)	Blood			
SRX8977415	GSM4733738	H3K27ac (@ B-ALL)	Blood			
SRX8977419	GSM4733742	H3K27ac (@ B-ALL)	Blood			
SRX8977422	GSM4733745	H3K27ac (@ B-ALL)	Blood			
SRX8977425	GSM4733748	H3K27ac (@ B-ALL)	Blood			
SRX8977430	GSM4733657	H3K27ac (@ B-ALL)	Blood			
SRX8977435	GSM4733662	H3K27ac (@ B-ALL)	Blood			
SRX8977439	GSM4733666	H3K27ac (@ B-ALL)	Blood			
SRX8977442	GSM4733669	H3K27ac (@ B-ALL)	Blood			
SRX8977445	GSM4733672	H3K27ac (@ B-ALL)	Blood			
SRX8977449	GSM4733676	H3K27ac (@ B-ALL)	Blood			
SRX8977453	GSM4733800	H3K27ac (@ B-ALL)	Blood			
SRX8977457	GSM4733804	H3K27ac (@ B-ALL)	Blood			
SRX8977461	GSM4733808	H3K27ac (@ B-ALL)	Blood			
SRX8977464	GSM4733811	H3K27ac (@ B-ALL)	Blood			
SRX8977467	GSM4733814	H3K27ac (@ B-ALL)	Blood			
SRX8977471	GSM4733818	H3K27ac (@ B-ALL)	Blood			
SRX8977479	GSM4733586	H3K27ac (@ B-ALL)	Blood			
SRX8977485	GSM4733592	H3K27ac (@ B-ALL)	Blood			
SRX8977491	GSM4733598	H3K27ac (@ B-ALL)	Blood			
SRX8977497	GSM4733604	H3K27ac (@ B-ALL)	Blood			
SRX8977499	GSM4733822	H3K27ac (@ B-ALL)	Blood			
SRX8977503	GSM4733826	H3K27ac (@ B-ALL)	Blood			
SRX8977507	GSM4733830	H3K27ac (@ B-ALL)	Blood			
SRX8977511	GSM4733834	H3K27ac (@ B-ALL)	Blood			
SRX8977515	GSM4733838	H3K27ac (@ B-ALL)	Blood			
SRX8977519	GSM4733847	H3K27ac (@ B-ALL)	Blood			
SRX8977528	GSM4733706	H3K27ac (@ B-ALL)	Blood			
SRX8977532	GSM4733710	H3K27ac (@ B-ALL)	Blood			
SRX8977534	GSM4733712	H3K27ac (@ B-ALL)	Blood			
SRX8977537	GSM4733715	H3K27ac (@ B-ALL)	Blood			
SRX8977541	GSM4733719	H3K27ac (@ B-ALL)	Blood			
SRX8977545	GSM4733723	H3K27ac (@ B-ALL)	Blood			
SRX9380462	GSM4869631	H3K27ac (@ Kasumi-1)	Blood			
SRX9380463	GSM4869632	H3K27ac (@ Kasumi-1)	Blood			
SRX9380464	GSM4869633	H3K27ac (@ Kasumi-1)	Blood			
SRX356440	GSM1233872	H3K27ac (@ GM10847)	Blood	10847		
SRX356441	GSM1233873	H3K27ac (@ GM10847)	Blood	10847		
SRX356457	GSM1233889	H3K27ac (@ GM12878)	Blood	12878		
SRX356458	GSM1233890	H3K27ac (@ GM12878)	Blood	12878		
SRX356459	GSM1233891	H3K27ac (@ GM12878)	Blood	12878		
SRX356460	GSM1233892	H3K27ac (@ GM12878)	Blood	12878		
SRX356461	GSM1233893	H3K27ac (@ GM12878)	Blood	12878		
SRX356462	GSM1233894	H3K27ac (@ GM12878)	Blood	12878		
SRX356463	GSM1233895	H3K27ac (@ GM12878)	Blood	12878		
SRX356485	GSM1233917	H3K27ac (@ Lymphoblastoid cell line)	Blood	12890		
SRX356486	GSM1233918	H3K27ac (@ Lymphoblastoid cell line)	Blood	12890		
SRX356503	GSM1233935	H3K27ac (@ GM12891)	Blood	12891		
SRX356504	GSM1233936	H3K27ac (@ GM12891)	Blood	12891		
SRX356505	GSM1233937	H3K27ac (@ GM12891)	Blood	12891		
SRX356525	GSM1233957	H3K27ac (@ GM12892)	Blood	12892		
SRX356526	GSM1233958	H3K27ac (@ GM12892)	Blood	12892		
SRX356527	GSM1233959	H3K27ac (@ GM12892)	Blood	12892		
SRX356548	GSM1233980	H3K27ac (@ Lymphoblastoid cell line)	Blood	18486		
SRX356549	GSM1233981	H3K27ac (@ Lymphoblastoid cell line)	Blood	18486		
SRX356563	GSM1233995	H3K27ac (@ GM18505)	Blood	18505		
SRX356564	GSM1233996	H3K27ac (@ GM18505)	Blood	18505		
SRX356580	GSM1234012	H3K27ac (@ GM18526)	Blood	18526		
SRX356581	GSM1234013	H3K27ac (@ GM18526)	Blood	18526		
SRX356597	GSM1234029	H3K27ac (@ GM18951)	Blood	18951		
SRX356598	GSM1234030	H3K27ac (@ GM18951)	Blood	18951		
SRX356614	GSM1234046	H3K27ac (@ GM19099)	Blood	19099		
SRX356615	GSM1234047	H3K27ac (@ GM19099)	Blood	19099		
SRX356631	GSM1234063	H3K27ac (@ GM19193)	Blood	19193		
SRX356632	GSM1234064	H3K27ac (@ GM19193)	Blood	19193		
SRX356648	GSM1234080	H3K27ac (@ GM19238)	Blood	19238		
SRX356649	GSM1234081	H3K27ac (@ GM19238)	Blood	19238		
SRX356650	GSM1234082	H3K27ac (@ GM19238)	Blood	19238		
SRX356669	GSM1234101	H3K27ac (@ GM19239)	Blood	19239		
SRX356670	GSM1234102	H3K27ac (@ GM19239)	Blood	19239		
SRX356671	GSM1234103	H3K27ac (@ GM19239)	Blood	19239		
SRX356691	GSM1234123	H3K27ac (@ GM19240)	Blood	19240		
SRX356692	GSM1234124	H3K27ac (@ GM19240)	Blood	19240		
SRX356693	GSM1234125	H3K27ac (@ GM19240)	Blood	19240		
SRX356715	GSM1234147	H3K27ac (@ Lymphoblastoid cell line)	Blood	2255		
SRX356716	GSM1234148	H3K27ac (@ Lymphoblastoid cell line)	Blood	2255		
SRX356733	GSM1234165	H3K27ac (@ Lymphoblastoid cell line)	Blood	2588		
SRX356734	GSM1234166	H3K27ac (@ Lymphoblastoid cell line)	Blood	2588		
SRX356751	GSM1234183	H3K27ac (@ Lymphoblastoid cell line)	Blood	2610		
SRX356752	GSM1234184	H3K27ac (@ Lymphoblastoid cell line)	Blood	2610		
SRX356769	GSM1234201	H3K27ac (@ Lymphoblastoid cell line)	Blood	2630		
SRX356770	GSM1234202	H3K27ac (@ Lymphoblastoid cell line)	Blood	2630		
SRX10976058	GSM5335277	H3K27ac (@ 697)	Blood	697	ALL	
SRX10976059	GSM5335278	H3K27ac (@ 697)	Blood	697	ALL	
SRX10976060	GSM5335279	H3K27ac (@ 697)	Blood	697	ALL	
SRX10976061	GSM5335280	H3K27ac (@ 697)	Blood	697	ALL	
SRX10976062	GSM5335281	H3K27ac (@ 697)	Blood	697	ALL	
SRX10976063	GSM5335282	H3K27ac (@ 697)	Blood	697	ALL	
